표준코드,운용사코드,펀드명,운용사명,위험,6개월 수익률,1년 수익률,3년 수익률,유형,투자지역,설정액,설정일,보수관련정보(%),운용규모(백만원),수익률(%),자산구성_주식(%),자산구성_채권(%),자산구성_유동성(%),자산구성_기타(%),직업,학습,건강,관계,주거,사회참여,여가,재무
KR5206329181,A01014,키움프런티어배당주증권투자신탁 1[주식혼합],키움투자자산운용,다소높은위험,-2.7293,27.3601,41.2168,혼합주식형,국내,1317.63,2001-10-04, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.36," [기준일자] 2021-11-12  (설정원본)            6,044   (순자산총액)            8,055", [기준일자] 2021-11-01  (1개월) -2.08     (6개월) -2.73     (1년) 27.36     (설정이후) 435.15,76.62,17.97,3.99,1.43,0,0,0,0,0,0,0,100
KR5101705113,A01001,한국투자월스트리트투자은행증권투자신탁 1(주식),한국투자신탁운용,매우높은위험,8.9905,71.0528,47.8221,주식형,해외,1074.49,2007-06-19, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.05    (매매중개수수료) 0.16," [기준일자] 2021-11-11  (설정원본)           48,510   (순자산총액)           52,124", [기준일자] 2021-11-01  (1개월) 2.07     (6개월) 8.99     (1년) 71.05     (설정이후) 9.11,92.36,0,5.73,1.91,0,0,0,0,0,0,0,100
K55234D07813,A01042,IBK2년만기형증권투자신탁4[채권],아이비케이자산운용,낮은위험,.8343,2.372,,채권형,국내,1024.18,2020-03-02, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           52,211   (순자산총액)           53,473", [기준일자] 2021-11-01  (1개월) 0.23     (6개월) 0.83     (1년) 2.37     (설정이후) 4.32,0,58.01,34.52,7.47,0,0,0,0,0,0,0,100
K55301BO0239,A01048,미래에셋TIGER200선물레버리지증권상장지수투자신탁(주식-파생형),미래에셋자산운용,매우높은위험,-16.0007,65.1184,100.7657,주식파생형,국내,17062.18,2017-04-24, [기준일자] 2021-10-29  (보수) 0.02    (수수료) 0.00    (TER) 0.04    (매매중개수수료) 0.41," [기준일자] 2021-11-12  (설정원본)          127,468   (순자산총액)          127,468", [기준일자] 2021-11-01  (1개월) -6.69     (6개월) -16.00     (1년) 65.12     (설정이후) 72.26,0,7.84,45.57,46.59,0,0,0,0,0,0,0,100
K55224CZ4009,A01032,흥국2년만기형증권투자신탁5[채권],흥국자산운용,낮은위험,.8753,2.3645,,채권형,국내,1025.69,2019-12-27, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)           36,993   (순자산총액)           37,944", [기준일자] 2021-11-01  (1개월) 0.18     (6개월) 0.88     (1년) 2.36     (설정이후) 4.34,0,86.97,13.28,-0.26,0,0,0,0,0,0,0,100
KR5207AP7306,A01015,교보악사파워플러스장기소득공제증권자투자신탁[주식혼합](운용),교보악사자산운용,보통위험,-2.0846,26.5524,47.7964,혼합주식형,국내,1005.57,2014-03-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.26," [기준일자] 2021-11-12  (설정원본)           10,620   (순자산총액)           10,801", [기준일자] 2021-11-01  (1개월) -2.48     (6개월) -2.08     (1년) 26.55     (설정이후) 71.74,0,0,6.95,93.05,0,0,0,0,0,0,0,100
KR5105391605,A01005,삼성신종MMF 151,삼성자산운용,매우낮은위험,.4178,.8448,4.1944,단기금융(MMF),국내,1002.31,2003-11-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)        1,407,401   (순자산총액)        1,410,786", [기준일자] 2021-11-01  (1개월) 0.08     (6개월) 0.42     (1년) 0.84     (설정이후) 55.40,0,3.54,64.55,31.91,0,0,0,0,0,0,0,100
KR5102738337,A01002,하나UBS코리아중소형증권자투자신탁[주식],하나유비에스자산운용,높은위험,12.4919,70.7285,93.7131,주식형,국내,1442.37,2007-09-18, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.31," [기준일자] 2021-11-11  (설정원본)            9,549   (순자산총액)           13,773", [기준일자] 2021-11-01  (1개월) -1.83     (6개월) 12.49     (1년) 70.73     (설정이후) 218.89,0,0,0.06,99.94,0,0,0,0,0,0,0,100
K55105BT9753,A01005,삼성로스차일드4차산업빅데이터증권자투자신탁UH[주식-재간접형],삼성자산운용,높은위험,12.4608,57.0894,85.7778,재간접형,해외,1964.63,2017-08-28, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)            5,344   (순자산총액)           10,490", [기준일자] 2021-11-01  (1개월) 4.09     (6개월) 12.46     (1년) 57.09     (설정이후) 92.60,0,0,1.48,98.52,0,0,0,0,0,0,0,100
KRM302371419,A01049,베어링고배당밸런스드60증권투자회사(주식혼합),베어링자산운용,다소높은위험,-3.2741,25.7738,40.131,혼합주식형,국내,952.58,2003-05-22, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.07    (매매중개수수료) 0.09," [기준일자] 2021-11-12  (설정원본)           12,615   (순자산총액)           12,136", [기준일자] 2021-11-01  (1개월) -2.10     (6개월) -3.27     (1년) 25.77     (설정이후) 380.39,67.4,19.68,12.6,0.32,0,0,0,0,0,0,0,100
K55223BG9631,A01031,KB KBSTAR 200선물레버리지증권상장지수투자신탁(주식-파생형),케이비자산운용,매우높은위험,-16.1738,64.8461,102.4466,주식파생형,국내,20627.75,2016-09-08, [기준일자] 2021-10-29  (보수) 0.60    (수수료) 0.00    (TER) 0.63    (매매중개수수료) 0.20," [기준일자] 2021-11-12  (설정원본)           23,222   (순자산총액)           23,222", [기준일자] 2021-11-01  (1개월) -6.71     (6개월) -16.17     (1년) 64.85     (설정이후) 108.30,0,0,62.66,37.34,0,0,0,0,0,0,0,100
K55101B79155,A01001,한국투자베트남그로스증권자투자신탁(주식),한국투자신탁운용,높은위험,21.2965,70.6265,64.584,주식형,해외,2086.46,2016-02-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.14    (매매중개수수료) 0.24," [기준일자] 2021-11-11  (설정원본)          308,697   (순자산총액)          644,083", [기준일자] 2021-11-01  (1개월) 6.22     (6개월) 21.30     (1년) 70.63     (설정이후) 129.61,0,0,4.85,95.15,0,0,0,0,0,0,0,100
K55104BW3026,A01004,브이아이든든한증권투자신탁[채권],브이아이자산운용,매우낮은위험,.5836,2.2468,7.7279,채권형,국내,1005.4,2017-09-06, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)          145,482   (순자산총액)          146,267", [기준일자] 2021-11-01  (1개월) -0.05     (6개월) 0.58     (1년) 2.25     (설정이후) 11.67,0,66.61,33.39,0,0,0,0,0,0,0,0,100
KR5217703069,A01007,우리프랭클린인디아증권자투자신탁(UH)(주식-재간접형),우리자산운용,높은위험,27.1181,56.6953,80.4117,재간접형,해외,1222.56,2007-06-14, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)            8,332   (순자산총액)           10,162", [기준일자] 2021-11-01  (1개월) 0.40     (6개월) 27.12     (1년) 56.70     (설정이후) 291.37,0,0,1.59,98.41,0,0,0,0,0,0,0,100
KR5101465585,A01001,한국투자신종법인용MMF 1,한국투자신탁운용,매우낮은위험,.4294,.8447,4.2261,단기금융(MMF),국내,1008.25,2004-11-23, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)          125,753   (순자산총액)          126,801", [기준일자] 2021-11-01  (1개월) 0.08     (6개월) 0.43     (1년) 0.84     (설정이후) 60.41,0,4.71,27.56,67.73,0,0,0,0,0,0,0,100
K55205D17705,A01013,멀티에셋2년만기증권투자신탁7[채권],멀티에셋자산운용,낮은위험,.5166,2.2431,,채권형,국내,1012.61,2020-03-02, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)            9,793   (순자산총액)            9,916", [기준일자] 2021-11-01  (1개월) 0.03     (6개월) 0.52     (1년) 2.24     (설정이후) 3.64,0,87.7,36.11,-23.81,0,0,0,0,0,0,0,100
K55206BG4567,A01014,키움KOSEF200선물레버리지증권상장지수투자신탁[주식-파생형],키움투자자산운용,매우높은위험,-16.1535,64.6719,99.9055,주식파생형,국내,20367.06,2016-09-09, [기준일자] 2021-10-29  (보수) 0.46    (수수료) 0.00    (TER) 0.48    (매매중개수수료) 0.21," [기준일자] 2021-11-12  (설정원본)           25,436   (순자산총액)           25,436", [기준일자] 2021-11-01  (1개월) -6.75     (6개월) -16.15     (1년) 64.67     (설정이후) 105.57,0,0,73.14,26.86,0,0,0,0,0,0,0,100
K55229C36764,A01037,이스트스프링코리아스타증권투자신탁[주식혼합],이스트스프링자산운용,다소높은위험,-5.1108,25.4061,25.3511,혼합주식형,국내,1100.86,2018-03-27, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.88," [기준일자] 2021-11-12  (설정원본)            6,725   (순자산총액)            7,517", [기준일자] 2021-11-01  (1개월) -2.51     (6개월) -5.11     (1년) 25.41     (설정이후) 14.38,83.83,0,10.3,5.87,0,0,0,0,0,0,0,100
KR5306945811,A01053,KTBVIP스타셀렉션증권자투자신탁[주식](운),케이티비자산운용,높은위험,22.5295,70.4204,187.3116,주식형,국내,2390.72,2009-07-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.05    (매매중개수수료) 0.42," [기준일자] 2021-11-11  (설정원본)          113,466   (순자산총액)          271,266", [기준일자] 2021-11-01  (1개월) 0.37     (6개월) 22.53     (1년) 70.42     (설정이후) 381.25,0,0,1.37,98.63,0,0,0,0,0,0,0,100
KR5219320615,A01018,신한BEST개인용MMF 1(종류),신한자산운용,매우낮은위험,.4345,.8407,4.1326,단기금융(MMF),국내,1003.9,2001-05-10, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)          429,732   (순자산총액)          431,448", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.43     (1년) 0.84     (설정이후) 81.47,0,51.39,35.77,12.84,0,0,0,0,0,0,0,100
KR5237737592,A01021,한화러시아증권자투자신탁(주식-재간접형),한화자산운용,높은위험,21.7339,55.8105,74.3734,재간접형,해외,756.84,2007-09-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)           62,116   (순자산총액)           46,668", [기준일자] 2021-11-01  (1개월) 7.39     (6개월) 21.73     (1년) 55.81     (설정이후) -24.96,0,0,1.75,98.25,0,0,0,0,0,0,0,100
KR5223533567,A01031,KB퇴직연금성장60증권자투자신탁(주식혼합)(운용),케이비자산운용,다소높은위험,-.3792,24.8979,43.7833,혼합주식형,국내,1418.94,2006-03-13, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.09," [기준일자] 2021-11-12  (설정원본)           13,113   (순자산총액)           18,763", [기준일자] 2021-11-01  (1개월) -0.54     (6개월) -0.38     (1년) 24.90     (설정이후) 224.03,0,0,1.91,98.09,0,0,0,0,50,0,0,50
KR5105191153,A01005,삼성KODEX레버리지증권상장지수투자신탁[주식-파생형],삼성자산운용,매우높은위험,-16.3816,64.6453,100.9094,주식파생형,국내,22669.38,2010-02-17, [기준일자] 2021-10-29  (보수) 0.64    (수수료) 0.00    (TER) 0.65    (매매중개수수료) 0.47," [기준일자] 2021-11-12  (설정원본)        1,905,855   (순자산총액)        1,905,855", [기준일자] 2021-11-01  (1개월) -6.71     (6개월) -16.38     (1년) 64.65     (설정이후) 129.36,52.17,0,13.8,34.03,0,0,0,0,0,0,0,100
K55301BC5109,A01048,미래에셋베트남증권자투자신탁 1(H-USD)(주식-파생형),미래에셋자산운용,높은위험,25.07,55.7044,57.7972,주식파생형,해외,1918.57,2016-05-09, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.11    (매매중개수수료) 0.13," [기준일자] 2021-11-12  (설정원본)           63,088   (순자산총액)          120,702", [기준일자] 2021-11-01  (1개월) 5.17     (6개월) 25.07     (1년) 55.70     (설정이후) 120.07,0,0,8.32,91.68,0,0,0,0,0,0,0,100
K55303D48414,A01050,마이다스단기크레딧프리미엄증권투자신탁(채권)(운용),마이다스에셋자산운용,낮은위험,.5549,2.1777,,채권형,국내,1017.22,2020-06-10, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)          102,477   (순자산총액)          104,242", [기준일자] 2021-11-01  (1개월) -0.07     (6개월) 0.55     (1년) 2.18     (설정이후) 3.89,0,56.14,43.86,0,0,0,0,0,0,0,0,100
K55307BC6929,A01054,유리베트남알파연금저축증권자투자신탁[주식]_운용,유리자산운용,높은위험,30.5418,69.8732,68.4941,주식형,해외,1719.8,2016-07-13, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.13    (매매중개수수료) 0.20," [기준일자] 2021-11-11  (설정원본)            6,010   (순자산총액)           10,336", [기준일자] 2021-11-01  (1개월) 5.43     (6개월) 30.54     (1년) 69.87     (설정이후) 107.59,0,0,3.46,96.54,0,0,0,0,50,0,0,50
KR5216366132,A01024,DBNEW해오름신종MMF 3운용,디비자산운용,매우낮은위험,.4158,.8377,4.2049,단기금융(MMF),국내,1005.06,2003-04-08, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)          410,622   (순자산총액)          412,740", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.42     (1년) 0.84     (설정이후) 68.17,0,18.4,81.61,0,0,0,0,0,0,0,0,100
KR5235869728,A01043,피델리티글로벌금융주증권자투자신탁(주식-재간접형),피델리티자산운용,높은위험,8.5105,55.11,47.1964,재간접형,해외,1651.77,2008-09-09, [기준일자] 2021-10-29  (보수) 1.66    (수수료) 0.00    (TER) 1.70    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)          105,398   (순자산총액)          167,367", [기준일자] 2021-11-01  (1개월) 3.51     (6개월) 8.51     (1년) 55.11     (설정이후) 113.58,0,0,0.98,99.02,0,0,0,0,0,0,0,100
KR5219842014,A01018,신한해피라이프연금증권전환형자투자신탁 1[주식혼합],신한자산운용,다소높은위험,-.4852,24.763,50.7366,혼합주식형,국내,1296.71,2008-06-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.75," [기준일자] 2021-11-12  (설정원본)           75,217   (순자산총액)           98,158", [기준일자] 2021-11-01  (1개월) -0.86     (6개월) -0.49     (1년) 24.76     (설정이후) 103.94,0,0,7.76,92.24,0,0,0,0,50,0,0,50
KR5234761116,A01042,IBK베트남플러스아시아증권투자신탁[주식],아이비케이자산운용,높은위험,30.8828,69.2687,67.5465,주식형,해외,2122.21,2007-11-15, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.14    (매매중개수수료) 0.17," [기준일자] 2021-11-11  (설정원본)           23,434   (순자산총액)           49,732", [기준일자] 2021-11-01  (1개월) 6.05     (6개월) 30.88     (1년) 69.27     (설정이후) 200.07,83.19,0,12.89,3.92,0,0,0,0,0,0,0,100
KR5107393476,A01007,우리큰만족신종MMF 1,우리자산운용,매우낮은위험,.4245,.8369,4.0514,단기금융(MMF),국내,1008.24,2003-11-28, [기준일자] 2021-10-29  (보수) 0.10    (수수료) 0.00    (TER) 0.11    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)          766,297   (순자산총액)          772,688", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.42     (1년) 0.84     (설정이후) 64.91,0,64.03,35.97,0,0,0,0,0,0,0,0,100
K55216D90519,A01024,DB2년만기형증권투자신탁 3[채권]_운용,디비자산운용,낮은위험,.327,1.9843,,채권형,국내,1000.9,2020-08-14, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           13,566   (순자산총액)           13,579", [기준일자] 2021-11-01  (1개월) -0.05     (6개월) 0.33     (1년) 1.98     (설정이후) 2.67,0,77.86,22.14,0,0,0,0,0,0,0,0,100
K55223CF2685,A01031,KBKBSTARKRX300레버리지증권상장지수투자신탁(주식-파생형),케이비자산운용,매우높은위험,-14.2598,63.0742,99.8271,주식파생형,국내,17766.45,2018-10-15, [기준일자] 2021-10-29  (보수) 0.55    (수수료) 0.00    (TER) 0.59    (매매중개수수료) 0.12," [기준일자] 2021-11-12  (설정원본)           12,736   (순자산총액)           12,736", [기준일자] 2021-11-01  (1개월) -6.44     (6개월) -14.26     (1년) 63.07     (설정이후) 79.09,76.98,0,4.53,18.49,0,0,0,0,0,0,0,100
K55214CZ7251,A01022,유진챔피언코리아만기투자형증권투자신탁7[채권],유진자산운용,낮은위험,.4991,1.946,,채권형,국내,1019.49,2020-01-31, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           38,020   (순자산총액)           38,761", [기준일자] 2021-11-01  (1개월) 0.01     (6개월) 0.50     (1년) 1.95     (설정이후) 3.86,0,81.16,16.26,2.58,0,0,0,0,0,0,0,100
K55306B53569,A01053,KTB VIP밸류퇴직연금증권자투자신탁[주식](운),케이티비자산운용,높은위험,21.6735,69.1238,183.7915,주식형,국내,1079.16,2015-08-05, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.05    (매매중개수수료) 0.38," [기준일자] 2021-11-11  (설정원본)            9,996   (순자산총액)           10,787", [기준일자] 2021-11-01  (1개월) 0.37     (6개월) 21.67     (1년) 69.12     (설정이후) 201.57,0,0,1.32,98.68,0,0,0,0,50,0,0,50
KR5301AX7376,A01048,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식),미래에셋자산운용,높은위험,8.7581,62.1318,55.9784,주식형,국내,15087.37,2014-12-04, [기준일자] 2021-10-29  (보수) 0.29    (수수료) 0.00    (TER) 0.32    (매매중개수수료) 0.06," [기준일자] 2021-11-12  (설정원본)           21,590   (순자산총액)           21,590", [기준일자] 2021-11-01  (1개월) -2.06     (6개월) 8.76     (1년) 62.13     (설정이후) 79.16,99.68,0,0.24,0.09,0,0,0,0,0,0,0,100
KR5232376362,A01040,NH-Amundi법인MMF 5,엔에이치아문디자산운용,매우낮은위험,.4174,.836,4.0854,단기금융(MMF),국내,1003.1,2003-07-09, [기준일자] 2021-10-29  (보수) 0.11    (수수료) 0.00    (TER) 0.11    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)        1,114,791   (순자산총액)        1,118,355", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.42     (1년) 0.84     (설정이후) 66.96,0,31.34,66.28,2.38,0,0,0,0,0,0,0,100
KR5301AW7849,A01048,미래에셋퇴직연금배당프리미엄증권자투자신탁 1(주식혼합),미래에셋자산운용,높은위험,-1.0062,24.5609,35.6325,혼합주식형,국내,999.9,2014-11-11, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.11," [기준일자] 2021-11-12  (설정원본)          188,217   (순자산총액)          190,199", [기준일자] 2021-11-01  (1개월) -1.36     (6개월) -1.01     (1년) 24.56     (설정이후) 59.20,0,0,0.24,99.76,0,0,0,0,50,0,0,50
KRM225643662,A01048,미래에셋맵스아시아퍼시픽부동산공모 1,미래에셋자산운용,높은위험,1.0594,54.5068,86.7075,부동산,해외,10127.26,2007-02-02, [기준일자] 2021-10-29  (보수) 0.95    (수수료) 1.50    (TER) 1.08    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)          464,172   (순자산총액)          940,284", [기준일자] 2021-11-01  (1개월) 0.17     (6개월) 1.06     (1년) 54.51     (설정이후) 243.49,4.37,0,2.74,92.89,0,0,0,0,0,0,0,100
K55105CE6045,A01005,삼성KODEX KRX300레버리지증권상장지수투자신탁[주식-파생형],삼성자산운용,매우높은위험,-14.9253,61.8495,100.1799,주식파생형,국내,17838.62,2018-10-15, [기준일자] 2021-10-29  (보수) 0.64    (수수료) 0.00    (TER) 0.67    (매매중개수수료) 0.14," [기준일자] 2021-11-12  (설정원본)           18,286   (순자산총액)           18,286", [기준일자] 2021-11-01  (1개월) -6.61     (6개월) -14.93     (1년) 61.85     (설정이후) 79.78,80.59,0,5.51,13.91,0,0,0,0,0,0,0,100
KR5101145245,A01001,한국투자신종개인용MMF3,한국투자신탁운용,매우낮은위험,.4241,.8348,4.1833,단기금융(MMF),국내,1004.45,2000-05-09, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)          164,441   (순자산총액)          165,188", [기준일자] 2021-11-01  (1개월) 0.08     (6개월) 0.42     (1년) 0.83     (설정이후) 95.03,0,4.21,33.77,62.02,0,0,0,0,0,0,0,100
KR5105262624,A01005,삼성퇴직연금인디아40증권자투자신탁 1[채권혼합],삼성자산운용,보통위험,9.4301,23.5404,39.926,혼합채권형,혼합,1378.02,2010-04-15, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.04    (매매중개수수료) 0.10," [기준일자] 2021-11-12  (설정원본)           25,744   (순자산총액)           35,354", [기준일자] 2021-11-01  (1개월) -0.66     (6개월) 9.43     (1년) 23.54     (설정이후) 88.84,0,0,8.99,91.01,0,0,0,0,50,0,0,50
KR5223161153,A01031,KB원자재특별자산자투자신탁(상품파생형)(운용),케이비자산운용,높은위험,15.4912,54.2539,20.2383,특별자산파생,혼합,678.79,2009-09-09, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.04    (매매중개수수료) 0.28," [기준일자] 2021-11-12  (설정원본)            9,364   (순자산총액)            6,408", [기준일자] 2021-11-01  (1개월) 5.29     (6개월) 15.49     (1년) 54.25     (설정이후) -9.72,0,0,0.12,99.88,0,0,0,0,0,0,0,100
K55306B53593,A01053,KTB VIP밸류연금저축증권자투자신탁[주식](운),케이티비자산운용,높은위험,21.7581,69.015,183.8593,주식형,국내,1087.83,2015-07-27, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.04    (매매중개수수료) 0.37," [기준일자] 2021-11-11  (설정원본)            9,742   (순자산총액)           10,598", [기준일자] 2021-11-01  (1개월) 0.37     (6개월) 21.76     (1년) 69.02     (설정이후) 203.23,0,0,1.34,98.66,0,0,0,0,50,0,0,50
K55310BX5624,A01057,코레이트더블루B증권투자신탁[채권]운용,코레이트자산운용,낮은위험,.4329,1.9149,7.3308,채권형,국내,1001.0,2017-10-18, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.03," [기준일자] 2021-11-11  (설정원본)          120,585   (순자산총액)          120,705", [기준일자] 2021-11-01  (1개월) -0.07     (6개월) 0.43     (1년) 1.91     (설정이후) 11.33,0,72.52,38.79,-11.3,0,0,0,0,0,0,0,100
KR5373A18883,A01082,현대강소기업증권자투자신탁 1[주식],현대자산운용,높은위험,6.2812,68.9321,111.0488,주식형,국내,1058.05,2011-05-20, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 1.66," [기준일자] 2021-11-11  (설정원본)            9,747   (순자산총액)           10,313", [기준일자] 2021-11-01  (1개월) -1.68     (6개월) 6.28     (1년) 68.93     (설정이후) 230.91,0,0,2.48,97.52,0,0,0,0,0,0,0,100
KRM213AN5537,A01021,한화분기배당형에너지인프라MLP특별자산자투자회사(인프라-재간접형),한화자산운용,매우높은위험,7.3777,53.5323,-26.9152,특별자산,해외,335.26,2014-01-20, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.11    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)           13,501   (순자산총액)            4,569", [기준일자] 2021-11-01  (1개월) 6.34     (6개월) 7.38     (1년) 53.53     (설정이후) -46.80,0,0,1.4,98.6,0,0,0,0,0,0,0,100
KR5204314649,A01001,한국투자신종개인용MMF 5,한국투자신탁운용,매우낮은위험,.4222,.8263,4.1322,단기금융(MMF),국내,1006.4,2001-02-05, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)          103,845   (순자산총액)          104,519", [기준일자] 2021-11-01  (1개월) 0.08     (6개월) 0.42     (1년) 0.83     (설정이후) 78.67,0,9.05,25.93,65.02,0,0,0,0,0,0,0,100
K55234CK7379,A01042,IBK단기크레딧플러스증권자투자신탁[채권],아이비케이자산운용,낮은위험,.4644,1.8682,,채권형,국내,1021.76,2019-03-13, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           97,694   (순자산총액)           99,819", [기준일자] 2021-11-01  (1개월) -0.04     (6개월) 0.46     (1년) 1.87     (설정이후) 6.54,0,0,0.38,99.62,0,0,0,0,0,0,0,100
KR5225A18091,A01048,미래에셋TIGER200철강소재증권상장지수투자신탁(주식),미래에셋자산운용,매우높은위험,-13.3205,58.9117,30.2679,주식형,국내,8484.33,2011-04-05, [기준일자] 2021-10-29  (보수) 0.40    (수수료) 0.00    (TER) 0.44    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)           13,991   (순자산총액)           13,991", [기준일자] 2021-11-01  (1개월) -4.52     (6개월) -13.32     (1년) 58.91     (설정이후) -18.64,99.31,0,0.41,0.28,0,0,0,0,0,0,0,100
KR5103314153,A01021,한화연금60증권전환형투자신탁(주식혼합),한화자산운용,다소높은위험,-.8562,22.5716,37.5997,혼합주식형,국내,1012.93,2001-02-01, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.30," [기준일자] 2021-11-12  (설정원본)           12,115   (순자산총액)           12,392", [기준일자] 2021-11-01  (1개월) -0.64     (6개월) -0.86     (1년) 22.57     (설정이후) 329.60,58,33.53,7.81,0.66,0,0,0,0,50,0,0,50
KR5305AU0727,A01052,유경PSG좋은생각자산배분형증권투자신탁(주식혼합형),유경피에스지자산운용,높은위험,.4698,22.5589,63.9822,혼합주식형,국내,1447.84,2014-08-11, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.73," [기준일자] 2021-11-12  (설정원본)           17,290   (순자산총액)           25,361", [기준일자] 2021-11-01  (1개월) -2.04     (6개월) 0.47     (1년) 22.56     (설정이후) 112.35,96.84,0,0.16,3,0,0,0,0,0,0,0,100
