분류,상품명,보장금액,보장내용,1차 영역,2차 영역,지급사유,분류코드
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(순수보장형),60만원 (수술 1회당),5종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 5종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(순수보장형),200만원,조혈모세포이식수술비,관계,건강,보험기간 중 피보험자가 조혈모세포이식수술을 받을 경우 (다만 최초 1회에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(순수보장형),6만원,특정 법정감염병 진단비,관계,건강,보험기간 중 피보험자가 특정 법정감염병으로 진단이 확정되었을 경우 (발생 1회당),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(순수보장형),2만원,깁스치료비,관계,건강,보험기간 중 피보험자가 치료를 직접적인 목적으로 깁스치료를 받은 경우 (깁스치료 1회당),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(순수보장형),2만원,화상 및 부식 진단비,관계,건강,보험기간 중 피보험자가 화상 및 부식으로 진단이 확정되었을 경우 (연간 1회한),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),이미 납입한 보험료 x 100%,만기환급금,관계,,피보험자가 보험기간이 끝날 때까지 살아 있을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),1천만원 x 해당 장해지급률,교통재해 장해급여금,관계,건강,보험기간 중 피보험자가 「교통재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),5백만원 x 해당 장해지급률,일반재해 장해급여금,관계,건강,보험기간 중 피보험자가 「일반재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),3만원 (재해골절 1회당),재해골절(치아파절 제외) 진단비,관계,건강,보험기간 중 피보험자가 재해를 직접적인 원인으로 「골절」로 진단이 확정되었을 경우 (치아파절 제외 재해골절 1회당),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),1천만원,백혈병 및 골수암 진단비,관계,건강,보험기간 중 피보험자가 「백혈병 및 골수암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),5백만원,일반암 진단비,관계,건강,보험기간 중 피보험자가 「일반암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),50만원,경계성종양 진단비,관계,건강,보험기간 중 피보험자가 「경계성종양」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),50만원,갑상선암 진단비,관계,건강,보험기간 중 피보험자가 「갑상선암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),50만원,기타피부암 진단비,관계,건강,보험기간 중 피보험자가 「기타피부암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),50만원,제자리암 진단비,관계,건강,보험기간 중 피보험자가 「제자리암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),0.2만원 (4일 이상 입원일수 1일당),질병 및 재해 입원비,관계,건강,보험기간 중 피보험자가 질병 및 재해 분류표에서 정하는 질병 또는 재해를 원인으로 그 질병 및 재해의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),0.2만원 (4일 이상 입원일수 1일당),어린이 주요 10대질병 입원비,관계,건강,보험기간 중 피보험자가 어린이 주요 10대질병으로 진단이 확정되고 그 어린이 주요 10대질병의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),1만원 (수술 1회당),1종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 1종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),3만원 (수술 1회당),2종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 2종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),5만원 (수술 1회당),3종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 3종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),10만원 (수술 1회당),4종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 4종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이보험Ⅱ(만기환급형),30만원 (수술 1회당),5종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 5종 수술을 받을 경우,7
어린이태아보험 상품,신한인터넷어린이보험(무배당),2500만원,백혈병·골수암진단급여금,관계,건강,"보험기간 중 피보험자가 “백혈병”, “골수암”으로 진단확정 되었을 때 (다만, 최초 1회의 진단확정에 한함)",7
어린이태아보험 상품,신한인터넷어린이보험(무배당),2500만원,암진단급여금,관계,건강,"보험기간 중 피보험자가 “암”으로 진단확정 되었을 때 (다만, 최초 1회의 진단확정에 한함)",7
어린이태아보험 상품,신한인터넷어린이보험(무배당),250만원,소액암진단급여금,관계,건강,"보험기간 중 피보험자가 “기타피부암”, “갑상선암”, “제자리암”, “경계성종양”, “대장점막내암” 또는 “비침습방광암”으로 진단확정 되었을 때 (다만, 각각 최초 1회의 진단확정에 한함)",7
어린이태아보험 상품,신한인터넷어린이보험(무배당),2500만원x해당 장해지급률,재해장해급여금,관계,건강,보험기간 중 피보험자가 재해를 직접적인 원인으로 장해분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해상태가 되었을 때,7
어린이태아보험 상품,신한인터넷어린이보험(무배당),5만원,1종 수술급여금,관계,건강,"보험기간 중 피보험자가 질병 또는 재해로 인한 그 직접적인 치료를 목적으로 ""1~5종 수술분류표""에서 정하는 1종 수술을 하였을 때 (수술 1회당)",7
어린이태아보험 상품,신한인터넷어린이보험(무배당),10만원,2종 수술급여금,관계,건강,"보험기간 중 피보험자가 질병 또는 재해로 인한 그 직접적인 치료를 목적으로 ""1~5종 수술분류표""에서 정하는 2종 수술을 하였을 때 (수술 1회당)",7
어린이태아보험 상품,신한인터넷어린이보험(무배당),25만원,3종 수술급여금,관계,건강,"보험기간 중 피보험자가 질병 또는 재해로 인한 그 직접적인 치료를 목적으로 ""1~5종 수술분류표""에서 정하는 3종 수술을 하였을 때 (수술 1회당)",7
어린이태아보험 상품,신한인터넷어린이보험(무배당),75만원,4종 수술급여금,관계,건강,"보험기간 중 피보험자가 질병 또는 재해로 인한 그 직접적인 치료를 목적으로 ""1~5종 수술분류표""에서 정하는 4종 수술을 하였을 때 (수술 1회당)",7
어린이태아보험 상품,신한인터넷어린이보험(무배당),150만원,5종 수술급여금,관계,건강,"보험기간 중 피보험자가 질병 또는 재해로 인한 그 직접적인 치료를 목적으로 ""1~5종 수술분류표""에서 정하는 5종 수술을 하였을 때 (수술 1회당)",7
어린이태아보험 상품,신한인터넷어린이보험(무배당),15만원,재해골절치료급여금,관계,건강,보험기간 중 피보험자에게 재해가 발생하고 그 재해를 직접적인 원인으로 골절(치아파절 제외)로 진단이 확정되었을 때 (골절 1회당),7
어린이태아보험 상품,(무) 한화 LIFEPLUS 맘더한어린이보험2101,10만원,골절(치아파절포함)진단비,관계,건강,상해로 약관에서 정한 골절로 진단확정된 경우 (같은 상해를 직접적인 원인으로 2가지 이상의 골절상태 발생시 1회에 한하여 지급),7
어린이태아보험 상품,(무) 한화 LIFEPLUS 맘더한어린이보험2101,2만원,환경성질환입원비(1일이상120일한도),관계,건강,약관에서 정한 “환경성질환“으로 진단확정되고 그 직접적인 치료를 목적으로 1일이상 입원하여 치료를 받은 경우 입원 1일당 보험가입금액 지급(1회 입원당 120일 한도),7
어린이태아보험 상품,(무) 한화 LIFEPLUS 맘더한어린이보험2101,50만원,상해수술비,관계,건강,상해의 직접적인 치료를 목적으로 수술받은 경우 보험가입금액 지급 (단 같은 상해를 직접적인 원인으로 2종류 이상 또는 같은 종류의 상해수술을 2회 이상 받은 경우에는 1회에 한하여 지급),7
어린이태아보험 상품,(무) 한화 LIFEPLUS 맘더한어린이보험2101,5만원,수족구병진단비(연간1회한),관계,건강,약관에서 정한 “수족구병“으로 진단 확정 된 경우 연간 1회에 한하여 보험가입금액 지급,7
어린이태아보험 상품,(무) 한화 LIFEPLUS 맘더한어린이보험2101,50만원,특정전염병발생금,관계,건강,약관에서 정한 “특정전염병“에 감염되어 전염병환자로 진단받아 치료를 받은 경우 보험가입금액 지급,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),이미 납입한 보험료 x 100%,만기환급금,관계,,피보험자가 보험기간이 끝날 때까지 살아 있을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),1천만원× 해당 장해지급률,교통재해 장해급여금,관계,건강,보험기간 중 피보험자가 「교통재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),500만원× 해당 장해지급률,일반재해 장해급여금,관계,건강,보험기간 중 피보험자가 「일반재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),3만원 (재해골절 1회당),재해골절(치아파절 제외) 진단비,관계,건강,보험기간 중 피보험자가 재해를 직접적인 원인으로 「골절」로 진단이 확정되었을 경우 (치아파절 제외 재해골절 1회당),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),1천만원,백혈병 및 골수암 진단비,관계,건강,보험기간 중 피보험자가 「백혈병 및 골수암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),500만원,일반암 진단비,관계,건강,보험기간 중 피보험자가 「일반암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),50만원,갑상선암 진단비,관계,건강,보험기간 중 피보험자가 「갑상선암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),50만원,기타피부암 진단비,관계,건강,보험기간 중 피보험자가 「기타피부암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),50만원,경계성종양 진단비,관계,건강,보험기간 중 피보험자가 「경계성종양」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),50만원,제자리암 진단비,관계,건강,보험기간 중 피보험자가 「제자리암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),0.2만원 (1일 이상 입원일수 1일당),질병 및 재해 입원비,관계,건강,보험기간 중 피보험자가 질병 및 재해 분류표에서 정하는 질병 또는 재해를 원인으로 그 질병 및 재해의 치료를 직접적인 목적으로 1일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),0.3만원 (1일 이상 입원일수 1일당),상급종합병원 질병 및 재해 입원비,관계,건강,보험기간 중 피보험자가 질병 및 재해 분류표에서 정하는 질병 또는 재해를 원인으로 그 질병 및 재해의 치료를 직접적인 목적으로 상급종합병원에 1일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),0.5만원 (1일 이상 입원일수 1일당),중환자실 질병 및 재해 입원비,관계,건강,보험기간 중 피보험자가 질병 및 재해 분류표에서 정하는 질병 또는 재해를 원인으로 그 질병 및 재해의 치료를 직접적인 목적으로 중환자실에 1일 이상 계속하여 입원하였을 경우(1일 이상 입원일수 1일당 60일 한도),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),0.2만원 (내원 1회당),응급실 내원 진료비,관계,건강,보험기간 중 피보험자가 응급환자 또는 비응급환자로 응급실에 내원하여 진료를 받은 경우(내원 1회당),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),1만원 (수술 1회당),1종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 1종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),3만원 (수술 1회당),2종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 2종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),5만원 (수술 1회당),3종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 3종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),10만원 (수술 1회당),4종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 4종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),30만원 (수술 1회당),5종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 5종 수술을 받을 경우,7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),100만원,조혈모세포이식수술비,관계,건강,보험기간 중 피보험자가 조혈모세포이식수술을 받을 경우 (다만 최초 1회에 한함),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),3만원,특정 법정감염병 진단비,관계,건강,보험기간 중 피보험자가 특정 법정감염병으로 진단이 확정되었을 경우 (발생 1회당),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),1만원,깁스치료비,관계,건강,보험기간 중 피보험자가 치료를 직접적인 목적으로 깁스치료를 받은 경우 (깁스치료 1회당),7
어린이태아보험 상품,(무)라이프플래닛e플러스어린이종합보험(만기환급형),1만원,화상 및 부식 진단비,관계,건강,보험기간 중 피보험자가 화상 및 부식으로 진단이 확정되었을 경우 (연간 1회한),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),1억원 x 해당 장해지급률,교통재해 장해급여금,관계,건강,보험기간 중 피보험자가 「교통재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),5000만원 x 해당 장해지급률,일반재해 장해급여금,관계,건강,보험기간 중 피보험자가 「일반재해」를 원인으로 장해 분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해 상태가 되었을 경우,7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),30만원,재해골절(치아파절 제외) 진단비,관계,건강,보험기간 중 피보험자가 재해를 직접적인 원인으로 「골절」로 진단이 확정되었을 경우 (치아파절 제외 재해골절 1회당),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),1억원,백혈병 및 골수암 진단비,관계,건강,보험기간 중 피보험자가 「백혈병 및 골수암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),5000만원,일반암 진단비,관계,건강,보험기간 중 피보험자가 「일반암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),500만원,경계성종양 진단비,관계,건강,보험기간 중 피보험자가 「경계성종양」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),500만원,갑상선암 진단비,관계,건강,보험기간 중 피보험자가 「갑상선암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),500만원,기타피부암 진단비,관계,건강,보험기간 중 피보험자가 「기타피부암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),500만원,제자리암 진단비,관계,건강,보험기간 중 피보험자가 「제자리암」으로 진단이 확정되었을 경우 (최초 1회의 진단 확정에 한함),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),2만원,질병 및 재해 입원비,관계,건강,보험기간 중 피보험자가 질병 및 재해 분류표에서 정하는 질병 또는 재해를 원인으로 그 질병 및 재해의 치료를 직접적인 목적으로 4일 이상 계속하여 입원하였을 경우 (1회 입원당 120일 한도 4일 이상 입원일수 1일당),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),10만원,1종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 1종 수술을 받을 경우 (수술 1회당),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),30만원,2종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 2종 수술을 받을 경우 (수술 1회당),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),50만원,3종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 3종 수술을 받을 경우 (수술 1회당),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),100만원,4종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 4종 수술을 받을 경우 (수술 1회당),7
어린이태아보험 상품,교보라이프플래닛(무)b어린이보험(순수보장형),300만원,5종 수술비,관계,건강,보험기간 중 피보험자가 1~5종 수술 분류표에서 정하는 5종 수술을 받을 경우 (수술 1회당),7
어린이태아보험 상품,(무)흥국생명 온라인 어린이질병보험,100만원,개흉심장 수술급여금,관계,건강,피보험자가 보험기간 중 보장개시일 이후에 “개흉심장수술“을 받았을 때(다만 최초 1회에 한함),7
어린이태아보험 상품,(무)흥국생명 온라인 어린이질병보험,100만원,소아백혈병 진단급여금,관계,건강,피보험자가 보험기간 중 보장개시일 이후에 “소아백혈병“으로 진단확정 받았을 때(최초 1회한),7
어린이태아보험 상품,(무)흥국생명 온라인 어린이질병보험,30만원,소아탈장 수술급여금,관계,건강,"피보험자가 보험기간 중 보장개시일 이후에 “소아탈장“으로 진단 확정되고, 그 치료를 직접 목적으로 하여 수술을 받았을 때(수술 1회당)",7
어린이태아보험 상품,(무)흥국생명 온라인 어린이질병보험,10만원,피부질환 수술급여금,관계,건강,피보험자가 보험기간 중 보장개시일 이후에 “피부질환“으로 진단 확정되고 그 치료를 직접 목적으로 하여 수술을 받았을 때(수술 1회당),7
어린이태아보험 상품,(무)흥국생명 온라인 어린이질병보험,20만원,중증아토피 진단급여금,관계,건강,"피보험자가 보험기간 중 보장개시일 이후에 중증아토피로 진단 확정되었을 때(다만, 최초 1회에 한함)",7
어린이태아보험 상품,(무)흥국생명 온라인 어린이재해보험,3만원,깁스치료비,관계,건강,피보험자가 보험기간 중 보장개시일 이후에 치료를 직접적인 목적으로 깁스(Cast)치료를 받았을 때(깁스치료 1회당),7
어린이태아보험 상품,(무)흥국생명 온라인 어린이재해보험,10만원,화상 및 부식보험금,관계,건강,피보험자가 보험기간 중 보장개시일 이후에 제4조(“화상 및 부식”의 정의 및 진단확정) 제1항에서 정한 “화상 및 부식”으로 진단확정 받았을 때(연간 1회한),7
어린이태아보험 상품,(무)흥국생명 온라인 어린이재해보험,10만원,재해수술급여금,관계,건강,피보험자가 보험기간 중 보장개시일 이후에 재해로 인하여 그 치료를 직접목적으로 하여 수술을 받았을 때(수술 1회당),7
어린이태아보험 상품,(무)흥국생명 온라인 어린이재해보험,5만원,재해골절(치아파절제외)수술비,관계,건강,피보험자가 보험기간 중 보장개시일 이후에 재해로 인하여 제5조(“재해골절(치아파절 제외)”의 정의 및 진단확정)에서 정한 골절상태가 되어 그 치료를 직접적인 목적으로 수술을 받았을 때(수술 1회당),7
어린이태아보험 상품,(무)흥국생명 온라인 어린이재해보험,2만원,중환자실 입원급여금,관계,건강,피보험자가 보험기간 중 보장개시일 이후에 질병 또는 재해로 인하여 그 치료를 직접목적으로 1일 이상 계속하여 중환자실에 입원하였을 때(1일당 60일 한도),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),5000만원,암치료보험금,관계,건강,암진단시(최초1회한),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),5000만원,고액암치료보험금,관계,건강,고액암암진단시(최초1회한),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),300만원,기타피부암치료보험금,관계,건강,기타피부암진단시(최초1회한),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),300만원,갑상선암치료보험금,관계,건강,갑상선암진단시(최초1회한),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),300만원,제자리암(상피내암)치료보험금,관계,건강,제자리암(상피내암)진단시(최초1회한),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),300만원,경계성종양치료보험금,관계,건강,경계성종양진단시(최초1회한),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),20만원,질병및재해수술급여금(1종),관계,건강,질병및재해로 1종수술시(수술1회당),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),30만원,질병및재해수술급여금(2종),관계,건강,질병및재해로 2종수술시(수술1회당),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),50만원,질병및재해수술급여금(3종),관계,건강,질병및재해로 3종수술시(수술1회당),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),100만원,질병및재해수술급여금(4종),관계,건강,질병및재해로 4종수술시(수술1회당),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),500만원,질병및재해수술급여금(5종),관계,건강,질병및재해로 5종수술시(수술1회당),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),300만원,어린이/청소년질환수술급여금,관계,건강,어린이/청소년질환으로 수술시(수술1회당),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),30만원,재해골절치료급여금,관계,건강,재해골절진단시(발생1회당),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),1만원,질병및재해입원급여금,관계,건강,질병및재해로 입원시(입원1일당 4일이상120일한도),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),4만원,어린이/청소년질환입원급여금,관계,건강,어린이/청소년질환으로 입원시(입원1일당 4일이상120일한도),7
어린이태아보험 상품,무배당 라이나다이렉트키즈보험(갱신형),2000만원,중대한화상치료급여금,관계,건강,중증 화상 및 부식 진단시(최초1회한),7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),1000만원,상해후유장해(3~100%),관계,건강,피보험자가 상해로 3~100%에 해당하는 장해상태가 되었을 때에 약관에서 정한 지급률을 보험가입금액에 곱하여 산출한 금액을 지급합니다.,7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),10만원,화상진단비 ,관계,건강,피보험자가 보험기간 중 상해사고로 화상분류표에서 정하는 화상(심재성 2도 이상)으로 진단확정된 경우 보험가입금액 지급(1사고당),7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),10만원,골절진단비(치아제외) ,관계,건강,피보험자가 보험기간중 상해사고로 골절진단(치아파절 제외)을 받은 경우 가입금액을 지급 ,7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),7만원,상해흉터복원수술비 ,관계,건강,"피보험자가 보험기간중 급격하고도 우연한 사고로 인하여 안면부, 상지, 하지에 외형상의 반흔이나 추상장해, 신체의 기능장해가 발생하여 그 원상회복을 목적으로 사고일로부터 2년 이내에 성형외과 전문의로부터 성형수술을 받은 경우
*안면부 : 수술 1㎝당 14만원 *상지, 하지 : 수술 1㎝당 7만원 (단, 상지,하지의 경우 3㎝이상인 경우에 한함, 흉터성형수술비는 최고 500만원을 한도로 지급)
단, 동일부위에 대한 성형수술을 2회이상 받은 경우에는 최초로 받은 수술에 대해서만 지급하며, 사고발생시점 15세 미만자의 경우 부득이 사고일로부터 2년이 지난 후에 성형 수술이 가능하다는 진단을 받은 경우는 그 진단으로 위의 성형수술을 받은 것으로 간주",7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),10만원,상해수술비(동일사고당1회지급),관계,건강,"피보험자가 보험기간 중 상해사고가 발생하여 그 직접결과로써 수술을 받은 경우 보험가입금액 지급. 단, 동일한 상해를 직접적인 원인으로 2종류 이상 또는 같은 종류의 수술을 2회 이상 받은 경우에는 1회에 한하여 지급",7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),1만원,상해입원일당(1일이상 180일한도),관계,건강,피보험자가 보험기간 중 상해사고로 1일이상 입원하여 치료를 받는 경우 입원 1일당 보험가입금액 지급(180일 한도),7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),100만원,암진단비Ⅱ(유사암 제외) ,관계,건강,"피보험자가 암보장개시일(계약일로부터 90일이 지난날의 다음날, 계약일 현재 보험나이 15세 미만 피보험자의 경우 1회 보험료를 받은 때) 이후 암으로 진단확정된 경우 100% 지급(1회한). 단, 제자리암, 경계성종양, 기타피부암, 갑상선암은 제외.",7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),50만원,유사암진단비Ⅱ ,관계,건강,"피보험자가 보험기간 중 갑상선암, 기타피부암, 제자리암, 경계성종양으로 진단확정된 경우 보험가입금액 지급(각 1회한)",7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),10만원,자녀10대질환수술비,관계,건강,피보험자가 보험기간 중 자녀10대질환분류표에서 정한 질병으로 병ㆍ의원에서 수술을 받은 경우 매 수술시마다 보험가입금액 지급,7
어린이태아보험 상품,(무)다이렉트 자녀보험2104(CM),100만원,양성뇌종양진단비 ,관계,건강,피보험자가 보험기간 중 양성뇌종양으로 진단확정된 경우에 보험가입금액 지급(1회한),7
