BankName,CbName,ProductName,Credit1To3AveRate,Credit1To3LowRate,Credit1To3HighRate,Credit4AveRate,Credit4LowRate,Credit4HighRate,Credit5AveRate,Credit5LowRate,Credit5HighRate,Credit6AveRate,Credit6LowRate,Credit6HighRate,Credit7AveRate,Credit7LowRate,Credit7HighRate,Credit8To10AveRate,Credit8To10LowRate,Credit8To10HighRate,Credit7To10AveRate,Credit7To10LowRate,Credit7To10HighRate,CrdtScr300BlwHighRate,CrdtScr300BlwAveRate,CrdtScr300BlwLowRate,JoinRequirement,LoanLimitAve,Owner,LoanBudea,JoinLocation,LoanLimit,SubmitMonth,SubmitQuarter,직업,학습,건강,관계,주거,사회참여,여가,재무,연소득(단위:만),"제한(1:제한,0:제한없음)"
애큐온,KCB,"애큐온중금리
KP",9.58,7.9,11.4,9.81,7.9,16.9,10.42,7.9,17.4,11.6,7.9,17.4,13.1,7.9,16.9,,,,,,,,,,카카오페이 연계고객대상 365일 비대면 중금리대출상품,29백만원,"경영전략팀, 0234852522", - 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  ,스마트폰,최고 1억원,,,0,0,0,0,0,0,0,100,,0
애큐온,KCB,애큐온중금리T,9.76,7.9,12.9,10.48,7.9,16.9,10.89,7.9,17.4,11.96,7.9,17.4,13.13,8.9,17.4,,,,,,,,,,토스 연계고객대상 365일 비대면 중금리대출상품,29백만원,"경영전략팀, 0234852522", - 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  ,스마트폰,최고 1억원,,,0,0,0,0,0,0,0,100,,0
애큐온,KCB,애큐온중금리K,9.01,7.9,10.9,9.64,7.9,13.4,10.79,7.9,16.9,12.17,7.9,17.4,13.25,8.9,17.4,,,,,,,,,,카카오뱅크 연계고객대상 365일 비대면 중금리대출상품,26백만원,"경영전략팀, 0234852522", - 인지세 : 해당세액 × 50%(대출금액 5천만원 이하시 없음)  ,스마트폰,최고 1억원,,,0,0,0,0,0,0,0,100,,0
엠에스,NICE,사잇돌2,13.7,12.9,15.9,11.74,10.9,14.9,12.86,9.5,18.9,14.7,12.9,15.9,,,,,,,,,,,,,"- (근로소득)보증신청일 현재 5개월이상(유지) 재직자로서 연소득이 12백만원 이상,                (사업소득) 보증신청일 현재 4개월이상(유지) 사업소득 발생자로서 연소득이 6백만원 이상, (연금소득)보증신청일 현재 연금소득 1회 이상 수령자로서 연금소득이 연 6백만원 이상,  중복소득 인정",8백만원,"경영지원부,053-742-4411",없음,영업점+인터넷+스마트폰+모집인,- 최대 3천만원(보증한도 이내),,,0,0,0,0,0,0,0,100,1200,0
우리금융,KCB,비타WON,12.07,10,15.61,13.92,11.3,16.44,14.16,11.3,18.71,15.13,11.8,18.71,16.11,12.5,18.71,15.69,12.9,18.71,0,0,0,18.71,14.76,13.04,"만 20세이상 신용정상인 내국인
우리은행 온라인신청고객.
신용대출 부채가 연소득의 2배이하인 고객",13백만원,"예금및대출문의 : 2023-1183
(리스크관리부)","인지세
-5천만원 초과~1억원 이하 : 7만원(고객,저축은행 50% 부담)",인터넷+스마트폰,내부 등급별 차등 부여,,,0,0,0,0,0,0,0,100,,0
웰컴,NICE신용펑가,웰컴중금리대출,14.12,5.9,19.4,14.3,5.9,19.4,15.82,6.9,19.4,17.14,9.2,19.4,17.95,14.9,19.4,,,,,,,,,,"만 20세 이상 소득증빙 가능한 일반인(개인, 개인사업자)",14백만원,"경영기획팀 0262111082, 예적금문의 16619400, 대출문의 16610001",없음,인터넷+스마트폰+모집인+전화(텔레뱅킹),#NAME?,,,0,0,0,0,0,0,0,100,,0
웰컴,NICE신용펑가,사잇돌2대출,9.68,8.9,10.9,13.74,10.9,15.9,17.3,8.9,18.9,19.08,14.9,19.4,19.4,19.4,19.4,,,,,,,,,,"현직장 5개월 이상 재직 중이며 연소득 12백만원 이상의 직장인, 현사업 영위기간 4개월 이상이며 연소득 6백만원 이상의 사업소득자, 연금소득 1회이상 수령하였으며 연소득 8백만원 이상의 연금소득자",8백만원,"경영기획팀 0262111082, 예적금문의 16619400, 대출문의 16610001",없음,인터넷+스마트폰+모집인+전화(텔레뱅킹),#NAME?,,,0,0,0,0,0,0,0,100,1200,0
웰컴,NICE신용펑가,웰뱅비상금대출,10.17,7.9,12.9,7.9,7.9,7.9,14.16,10.9,16.9,15.3,12.9,16.9,14.9,14.9,14.9,,,,,,,,,,"만 20세 이상인 직업, 소득에 관계없이 개인신용평가 심사기준을 충족한 고객을 대상으로 하는 상품",1백만원,"경영기획팀 0262111082, 예적금문의 16619400, 대출문의 16610001",없음,스마트폰,최대 300만원,,,0,0,0,0,0,0,0,100,,0
유진,NICE,나오론M,13.16,9.8,17.1,13.4,8.8,17.1,14.1,10.3,17.6,14.77,10.3,17.1,15.98,12.8,17.1,,,,,,,,,,"-직장인
-재직 3개월 이상
-소득증빙 가능자",24백만원,"전략기획팀, 02-6445-6310",없음,영업점+인터넷+스마트폰+전화(텔레뱅킹),CSS 산출,,,0,0,0,0,0,0,0,100,,0
유진,NICE,비상금,13.98,13.1,15.9,14.98,13.1,17.6,15.37,13.1,17.6,15.77,13.5,17.6,,,,,,,,,,,,,#NAME?,3백만원,"전략기획팀, 02-6445-6310",없음,영업점+인터넷+스마트폰+전화(텔레뱅킹),CSS 산출,,,0,0,0,0,0,0,0,100,,0
유진,NICE,나오론G,14.91,11.9,15.8,14.59,11.9,17.1,14.9,12,17.1,15,12,16.6,,,,,,,,,,,,,"-직장인
-재직 3개월 이상
-연소득 24백만원 이상",30백만원,"전략기획팀, 02-6445-6310",없음,영업점+인터넷+스마트폰+모집인+전화(텔레뱅킹),CSS 산출,,,0,0,0,0,0,0,0,100,2400,0
유진,NICE,나오론V,14.6,13.5,16.6,15.11,13.2,16.8,15.22,13.1,17.1,15.25,13.2,16.6,,,,,,,,,,,,,"-직장인
-재직 3개월 이상
-연소득 24백만원 이상",27백만원,"전략기획팀, 02-6445-6310",없음,영업점+인터넷+스마트폰+전화(텔레뱅킹),CSS 산출,,,0,0,0,0,0,0,0,100,2400,0
유진,NICE,사잇돌2,12.05,8.7,14.4,14.13,13.4,16,14.28,13.4,17.1,14.13,13.4,14.9,,,,,,,,,,,,,"-급여소득자
-보증신청일 현재 5개월이상(유지)
-연소득 12백만원 이상",10백만원,"전략기획팀, 02-6445-6310",없음,영업점+인터넷+스마트폰+전화(텔레뱅킹),CSS 산출,,,0,0,0,0,0,0,0,100,1200,0
진주,NICE,해드림론,,,,15.99,15.99,15.99,16.09,14.1,16.99,16.51,15.68,16.99,15.68,15.68,15.68,,,,,,,,,," - 직군: 사대보험 가입자 및 미가입자
 - 재직기간: 6개월 이상(재직증명서 가능)
 - 연소득: 1,500만원 이상
 - 당행 보증부 대출사용 사용자",5백만원,"영업지원팀, 0518051443",대출금액에따라 차등적용 (최대 3% 이내),영업점+인터넷+모집인,최대 3천만원 이내에서 신용등급별 차등적용,,,0,0,0,0,0,0,0,100,1500,0
진주,NICE,더드림론,,,,15.88,14.29,16.99,16.13,14.1,16.99,16.24,14.1,16.99,16.99,16.99,16.99,,,,,,,,,," - 직군: 직장인, 프리랜서, 위탁계약직 등
 - 재직기간: 6개월 이상
 - 연소득: 2,000만원 이상",7백만원,"영업지원팀, 0518051443",대출금액에따라 차등적용 (최대 3% 이내),영업점+인터넷+모집인,최대 3천만원 이내에서 신용등급별 차등적용,,,0,0,0,0,0,0,0,100,2000,0
키움,NICE,키움중금리신용대출,10.2,8.9,12.8,11.52,8.9,18.4,12.62,7.9,18.4,14.7,8.9,18.4,15.83,14.4,17.4,,,,,,,,,,"- 재직3개월 이상 직장인 및 프리랜서(최저소득 1,200만원 이상)",35백만원,경영지원팀 0326505206,없음,인터넷+스마트폰+모집인,"최대 6,000만원 이내",,,0,0,0,0,0,0,0,100,1200,0
키움,NICE,"표준사잇돌
(사잇돌 2)",12,12,12,13.69,12,17,14.17,12,17,14.59,13,17,15,15,15,,,,,,,,,,"- 서울보증보험 보험증권 발급가능한 개인 및 개인사업자
- 급여소득자 : 재직5개월, 연소득12백만원 이상
- 사업소득자: 사업4개월, 연소득6백만원 이상
- 연금소득자: 연금수령 1회이상, 연소득 6백만원이상",10백만원,경영지원팀 0326505206,없음,인터넷+스마트폰+모집인,"최대 3,000만원(SGI 서울보증보험의 보증가능금액 이내)",,,0,0,0,0,0,0,0,100,1200,0
키움YES,NICE,키움YES히어로즈론(중금리),10.22,7.7,15.7,11.02,7.7,18.7,12.3,7.7,18.9,14.41,7.9,18.9,15.76,12.9,18.9,,,,,,,,,,"- 소득증빙이 가능한 근로소득자 및 사업소득자 대상
- 3개월 이상 재직 및 연간근로소득 1200만원 이상인 자
- 사업영위 4개월 이상 연소득 600만원 이상 사업소득자
- 당행 개인신용평가시스템(CSS)을 통과한 자",32백만원,"전산회계팀, 0261811549",없음,인터넷+스마트폰+모집인+전화(텔레뱅킹),고객 신용도에 따라 한도 차등 적용,,,0,0,0,0,0,0,0,100,1200,0
키움YES,NICE,사잇돌2,13.23,13,14,13.31,12,16,14.52,12,18,14.27,13,15,14,14,14,,,,,,,,,,"- SGI 서울보증보험 보험증권 발급 가능한 개인 및 개인사업자
- 재직 5개월 이상 연소득 1200만원 이상 근로소득자
- 사업영위 4개월 이상 연소득 600만원 이상 사업소득자
- 연금수령 1회 이상 연소득 600만원 이상 공적연금 수급자",10백만원,"전산회계팀, 0261811549",없음,인터넷+스마트폰+모집인+전화(텔레뱅킹),고객 신용도에 따라 한도 차등 적용,,,0,0,0,0,0,0,0,100,1200,0
페퍼,"NICE
신용평가",페퍼연계대출,7.34,6.9,12.6,8.68,6.9,19.2,12.86,6.9,19.4,15.61,6.9,19.4,19.11,15.7,19.4,,,,,,,,,,"- 대상 : 직장인
- 소득 : 12백만원이상
- 한도 : 최소 1백만원 ~ 최대 1억원까지
- 기간 : 최대 10년
- 가입방식 : 앱 전용",30백만원,"공시담당자 03180159281
예금담당자 03180159344
대출문의 15990722",인지세,스마트폰,최소 1백만원 ~ 최대 1억원,,,0,0,0,0,0,0,0,100,1200,0
페퍼,"NICE
신용평가",페퍼다이렉트론,13.77,11.1,18.2,14.86,7.9,19.3,15.3,6.9,19.3,15.74,7.9,19.3,13.91,9.9,18.2,,,,,,,,,,"- 대상 : 직장인 및 자유직업소득자(비 사업자), 전문직 자영업자 또는 추정소득을 통한 상환능력 확인이 가능한 자
- 소득 : 12백만원이상
- 한도 : 최소 1백만원 ~ 최대 1.5억원까지
- 기간 : 최대 10년",11백만원,"공시담당자 03180159281
예금담당자 03180159344
대출문의 15990722",인지세,인터넷+스마트폰+전화(텔레뱅킹),최소 1백만원 ~ 최대 1억5천만원,,,0,0,0,0,0,0,0,100,1200,0
페퍼,"NICE
신용평가",페퍼중금리신용대출,13.13,6.9,19.2,13.7,6.9,19.3,15.51,6.9,19.3,15.98,6.9,19.4,16.69,12.6,19.2,19.4,19.4,19.4,,,,,,,"- 대상 : 직장인 및 전문직 자영업자
- 소득 : 12백만원이상
- 한도 : 최소 1백만원 ~ 최대 1억원까지
- 기간 : 최대 10년",36백만원,"공시담당자 03180159281
예금담당자 03180159344
대출문의 15990722",인지세,영업점+모집인+전화(텔레뱅킹),최소 1백만원 ~ 최대 1억5천만원,,,0,0,0,0,0,0,0,100,1200,0
페퍼,"NICE
신용평가",페퍼루300,7.1,7.1,7.1,7.22,7.1,7.7,7.88,7.7,8,,,,,,,,,,,,,,,,"- 대상 : 직장인
- 소득 : 15백만원이상
- 한도 : 단일 3백만원
- 기간 : 1년(최장 5년까지 연장 가능)
- 상환방식 : 만기일시상환
- 가입방식 : 앱 전용",3백만원,"공시담당자 03180159281
예금담당자 03180159344
대출문의 15990722",없음,스마트폰,단일 3백만원,,,0,0,0,0,0,0,0,100,1500,0
페퍼,"NICE
신용평가",T다이렉트,,,,,,,11.7,11.7,11.7,,,,,,,,,,,,,,,,"- 대상 : 직장인
- 소득 : 15백만원이상
- 한도 : 최소 1백만원 ~ 최대 3천만원까지
- 기간 : 최대 7년
- 가입방식 : 앱 전용",25백만원,"공시담당자 03180159281
예금담당자 03180159344
대출문의 15990722",인지세,스마트폰,최소 1백만원 ~ 최대 3천만원,,,0,0,0,0,0,0,0,100,1500,0
하나,나이스신용평가,하나드림론,11.57,5.9,19.49,15.01,5.9,19.49,16.29,11.49,19.49,17.95,11.49,19.49,18.72,14.99,19.49,,,,,,,,,,"4대보험가입,재직기간 3개월이상, 건보3회이상 납부의 연소득 12백만원 이상인자 ",16백만원,리테일금융부 0222302815,없음,스마트폰+모집인,"최저 3백만원 ~ 최대 50백만원
 ",,,0,0,0,0,0,0,0,100,,0
하나,나이스신용평가,사잇돌2,13.25,12.5,18.5,14.33,11.5,19.49,15,12.5,19.49,15.31,12.8,19.49,15.96,13.5,17.5,,,,,,,,,,"근로소득자 : 보증신청일 현재 5개월 이상(유지) 재직자로 연소득이 15백만원 이상인 자

연소득 15백만원 이상인자",8백만원,리테일금융부 0222302815,"보험료납부 : 매월  대출잔액 x 보험료율 x 보증기간
보험료 납부: 일시납부(이연대출부대비용 처리)",스마트폰+모집인,"최저 1백만원 ~ 최대 30백만원
(단, 서울보증보험 승인금액 이내)
십만원 단위로 취급 ",,,0,0,0,0,0,0,0,100,1500,0
하나,나이스신용평가,하나슈퍼드림론,10.54,5.9,14.39,13.48,5.9,17.39,14.69,10.99,17.39,14.7,10.99,17.39,14.71,11.99,16.39,,,,,,,,,,"근로소득자 대상 3개월이상, 건보3회이상 납부
연소득 35백만원 이상인자",26백만원,리테일금융부 0222302815,없음,스마트폰+모집인,"최저 3백만원 ~
최대 1억원",,,0,0,0,0,0,0,0,100,3500,0
하나,나이스신용평가,하나이지론,13.55,13.5,15.5,14.29,13.5,18.5,14.8,13.5,18.5,14.86,13.5,18.5,,,,,,,,,,,,,"경제활동자(추정소득산출가능자) 
만 23세 이상 연소득 12백만원 이상인자",3백만원,리테일금융부 0222302815,"보험료납부 : 매월  대출잔액 x 보험료율 x 보증기간
보험료 납부: 일시납부(이연대출부대비용 처리)",스마트폰+모집인,최저 3백만원 ~ 최대 5백만원,,,0,0,0,0,0,0,0,100,1200,0
한국투자,NICE,살만한 퍼스트론,5.9,5.9,5.9,13.16,11.6,14.4,14.4,14.4,14.4,,,,,,,,,,,,,,,," - 직장인 대상
 - 대출한도 최대 1억원
 - 재직기간 3개월 이상
 - 연소득 2,000만원 이상
 - 교사, 공무원, 직업군인, 전문직, 상장회사, 코스닥, 외감법인 근무 재직자, 프리랜서 등",53백만원,"영업추진팀, 031-788-0307"," - 인지세의 50% 
   * 고객부담 인지세 : 5천만원초과~1억원 이하 (3만5천원) 
                           1억원 초과 ~10억 이하 (7만 5천원)",기타,최소 100만원 ~최대 1억원,,,0,0,0,0,0,0,0,100,2000,0
한국투자,NICE,살만한 플러스,,,,14.61,12.9,15.9,14.82,12.9,16.3,15.46,14.9,15.9,,,,,,,,,,,,," - 직장인 대상
 - 대출한도 최대 1억원
 - 재직기간 3개월 이상
 - 연소득 2,000만원 이상
 - 교사, 공무원, 직업군인, 전문직, 상장회사, 코스닥, 외감법인 근무 재직자, 프리랜서 등",37백만원,"영업추진팀, 031-788-0307"," - 인지세의 50% 
   * 고객부담 인지세 : 5천만원초과~1억원 이하 (3만5천원) 
                           1억원 초과 ~10억 이하 (7만 5천원)",영업점+인터넷+스마트폰+모집인+전화(텔레뱅킹),최소 100만원 ~최대 1억원,,,0,0,0,0,0,0,0,100,2000,0
한국투자,NICE,살만한 Truefriend,10.32,5.9,16.5,12.74,9.3,19.4,14.22,9.3,19.4,15.56,9.3,19.4,17.34,13.9,19.4,,,,,,,,,," - 직장인 대상
 - 대출한도 최대 1억원
 - 재직기간 3개월 이상
 - 연소득 2,000만원 이상
 - 교사, 공무원, 직업군인, 전문직, 상장회사, 코스닥, 외감법인 근무 재직자, 프리랜서 등",19백만원,"영업추진팀, 031-788-0307"," - 인지세의 50% 
   * 고객부담 인지세 : 5천만원초과~1억원 이하 (3만5천원) 
                           1억원 초과 ~10억 이하 (7만 5천원)",기타,최소 100만원 ~최대 1억원,202110,2021년 3분기,0,0,0,0,0,0,0,100,2000,0
