,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,직전분기_납입원금,직전분기_적립금,직전분기_수익률,전년도_납입원금,전년도_적립금,전년도_수익률,장기수익률(연평균)_3년,장기 수익률(연평균)_5년,장기 수익률(연평균)_7년,장기 수익률(연평균)_10년,장기 수수료율(연평균)_3년,장기 수수료율(연평균)_5년,장기 수수료율(연평균)_7년,장기 수수료율(연평균)_10년,위험,직업,학습,건강,관계,주거,사회참여,여가,재무
295,KB온국민TDF2030증권투자신탁(주식혼합-재간접형)C-P,케이비자산운용,재간접,2017/07/31,판매,가능,"13,261","15,011",11.25,"10,628","11,875",7.69,4.49,,,,0.82,,,,보통위험,0,0,0,0,100,0,0,0
296,한국투자연금베트남증권자투자신탁(주식혼합)(S-P),한국투자신탁운용,혼합주식형,2014/12/18,판매,가능,"8,607","15,010",64.83,"11,889","13,922",3.26,-6.81,8.57,,,0.83,0.84,,,높은위험,0,0,0,0,100,0,0,0
297,피델리티연금아시아증권전환형자투자신탁(주식)종류C-e,피델리티자산운용,주식형,2014/07/01,판매,가능,"11,256","14,995",24.59,"8,644","11,776",19.87,10.88,13.88,,,1.40,1.31,,,높은위험,0,0,0,0,100,0,0,0
298,미래에셋이머징연금증권전환형자투자신탁 1(주식-재간접형)종류C,미래에셋자산운용,재간접,2007/11/12,판매,가능,"14,843","14,967",12.10,"12,972","15,957",19.04,5.10,-0.42,0.44,-0.80,1.35,3.71,2.96,2.47,보통위험,0,0,0,0,100,0,0,0
299,흥국멀티플레이증권자투자신탁 4[채권]C-pe,흥국자산운용,채권형,2017/08/02,판매,가능,"14,173","14,872",1.48,"12,023","12,611",1.94,2.54,,,,0.22,,,,낮은위험,0,0,0,0,100,0,0,0
300,미래에셋퇴직연금고배당포커스40증권자투자신탁 1(채권혼합)종류C,미래에셋자산운용,재간접,2014/07/15,판매,가능,"13,863","14,811",12.59,"10,006","11,728",16.95,7.12,5.30,7.05,,0.82,0.82,0.75,,보통위험,0,0,0,0,100,0,0,0
301,미래에셋베트남증권자투자신탁 1(H-USD)(주식-파생형)종류C-P,미래에셋자산운용,재간접,2016/05/17,판매,가능,"8,425","14,797",33.96,"12,021","16,883",0.54,8.34,16.32,,,2.36,2.08,,,보통위험,0,0,0,0,100,0,0,0
302,미래에셋자산배분TDF2045증권자투자신탁(주식혼합- 재간접형)종류C-P,미래에셋자산운용,재간접,2017/03/10,판매,가능,"10,695","14,679",26.21,"10,074","12,671",9.69,8.75,,,,1.33,,,,보통위험,0,0,0,0,100,0,0,0
303,미래에셋라이프사이클5060연금증권전환형자투자신탁 1(채권혼합)종류C,미래에셋자산운용,재간접,2005/10/28,판매,가능,"14,717","14,644",5.24,"13,921","15,192",8.93,3.59,22.10,16.62,11.82,1.31,3.27,2.72,2.32,보통위험,0,0,0,0,100,0,0,0
304,키움글로벌5G차세대네트워크증권자투자신탁(H)[주식]ClassC-P,키움투자자산운용,주식형,2018/02/23,판매,가능,"10,843","14,209",24.15,"10,579","13,141",27.29,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
305,미래에셋베트남증권자투자신탁 1(UH)(주식)종류C-P2,미래에셋자산운용,재간접,2016/06/14,판매,가능,"7,491","14,131",48.11,"9,200","12,839",-6.64,6.57,11.91,,,2.30,1.95,,,보통위험,0,0,0,0,100,0,0,0
306,IBK플레인바닐라EMP증권투자신탁[혼합-재간접형]종류S-P,아이비케이자산운용,재간접,2019/01/14,판매,가능,"10,386","13,985",13.96,"12,860","15,560",9.32,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
307,멀티에셋국공채MMF 1[국공채]_C-P,멀티에셋자산운용,채권형,2013/05/13,판매,가능,"13,921","13,973",0.35,"14,863","14,878",0.57,0.98,1.07,1.55,,0.36,0.36,0.36,,낮은위험,0,0,0,0,100,0,0,0
308,한국투자연금베트남그로스증권자투자신탁(주식)(C-e),한국투자신탁운용,주식형,2016/07/20,판매,가능,"10,175","13,911",36.97,"12,143","12,699",6.09,-4.19,,,,1.08,,,,높은위험,0,0,0,0,100,0,0,0
309,미래에셋퇴직플랜BRICs업종대표40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋자산운용,재간접,2017/09/12,판매,가능,"14,401","13,873",9.66,"10,383","11,621",16.42,10.44,,,,0.87,,,,보통위험,0,0,0,0,100,0,0,0
310,한화연금저축글로벌헬스케어증권자투자신탁(주식)C-e,한화자산운용,주식형,2013/11/19,판매,가능,"8,968","13,763",19.44,"8,632","11,922",24.45,10.35,4.66,5.67,,1.27,1.21,1.18,,높은위험,0,0,0,0,100,0,0,0
311,유경플레인바닐라글로벌자산배분증권자투자신탁(주식)ClassS-P,유경피에스지자산운용,주식형,2019/12/09,판매,가능,"10,666","13,719",26.29,"7,350","9,061",22.32,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
312,미래에셋글로벌코어테크EMP증권투자신탁(주식-재간접형)종류C-Pe,미래에셋자산운용,재간접,2018/04/11,판매,가능,"8,415","13,713",75.90,"4,920","7,677",79.54,16.72,,,,0.96,,,,보통위험,0,0,0,0,100,0,0,0
313,KB온국민TDF2020증권투자신탁(채권혼합-재간접형) C-P,케이비자산운용,재간접,2017/08/16,판매,가능,"12,063","13,646",8.89,"11,154","12,371",8.06,4.69,,,,0.66,,,,보통위험,0,0,0,0,100,0,0,0
314,삼성클래식아세안연금증권전환형자투자신탁 1[주식]_C,삼성자산운용,주식형,2012/07/30,판매,가능,"10,320","13,470",11.34,"12,067","14,224",7.11,-1.31,4.54,3.89,,1.80,1.79,1.74,,높은위험,0,0,0,0,100,0,0,0
315,흥국멀티플레이30공모주증권자투자신탁[채권혼합]C-p,흥국자산운용,혼합채권형,2014/11/26,판매,가능,"11,795","13,458",3.54,"14,470","15,774",2.59,2.42,3.10,,,1.32,1.30,,,보통위험,0,0,0,0,100,0,0,0
316,미래에셋QV솔루션30증권투자신탁 1(채권혼합-재간접형)종류C-P2,미래에셋자산운용,재간접,2016/10/07,판매,가능,"11,509","13,343",6.98,"13,063","14,455",1.16,1.77,3.37,,,0.91,0.73,,,보통위험,0,0,0,0,100,0,0,0
317,피델리티인디아증권자투자신탁(주식)PRS-e,피델리티자산운용,주식형,2016/04/15,판매,가능,"9,926","13,268",55.74,"4,724","5,457",0.48,1.33,,,,1.13,,,,높은위험,0,0,0,0,100,0,0,0
318,한국투자TDF알아서2020증권자투자신탁(채권혼합-재간접형)C-P,한국투자신탁운용,재간접,2017/03/16,판매,가능,"11,031","13,266",11.69,"10,207","12,139",12.37,5.14,,,,0.79,,,,보통위험,0,0,0,0,100,0,0,0
319,미래에셋자산배분TDF2035증권자투자신탁(주식혼합- 재간접형)종류C-P,미래에셋자산운용,재간접,2017/03/10,판매,가능,"10,081","13,265",23.42,"9,247","11,314",10.29,8.61,,,,1.08,,,,보통위험,0,0,0,0,100,0,0,0
320,미래에셋베트남증권자투자신탁 1(UH)(주식)종류C-P,미래에셋자산운용,재간접,2016/05/17,판매,가능,"6,824","13,061",44.92,"8,980","12,714",-5.12,9.91,15.55,,,2.44,2.09,,,보통위험,0,0,0,0,100,0,0,0
321,NH-Amundi국채10년인덱스증권자투자신탁[채권]ClassC-P1(연금저축),엔에이치아문디자산운용,채권형,2014/09/26,판매,가능,"12,735","13,032",-5.16,"15,405","16,093",0.59,3.06,1.67,,,0.38,0.37,,,낮은위험,0,0,0,0,100,0,0,0
322,미래에셋퇴직연금고배당포커스40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋자산운용,재간접,2017/09/19,판매,가능,"12,043","12,895",17.75,"4,566","5,286",19.57,8.94,,,,0.54,,,,보통위험,0,0,0,0,100,0,0,0
323,메리츠코리아증권투자신탁[채권혼합]종류C-P,메리츠자산운용,혼합채권형,2015/02/16,판매,가능,"11,190","12,854",13.52,"12,759","13,119",10.01,3.29,1.55,,,0.92,0.93,,,보통위험,0,0,0,0,100,0,0,0
324,미래에셋고배당포커스연금저축증권전환형자투자신탁 1(주식)종류C-e,미래에셋자산운용,재간접,2013/12/31,판매,가능,"12,796","12,819",36.44,"8,577","10,665",32.03,9.22,7.59,14.15,,1.09,1.06,1.05,,보통위험,0,0,0,0,100,0,0,0
325,미래에셋QV솔루션50증권투자신탁 1(채권혼합-재간접형)종류C-P,미래에셋자산운용,재간접,2016/03/14,판매,가능,"9,969","12,724",10.80,"11,151","13,318",3.18,1.34,4.96,,,1.23,1.13,,,보통위험,0,0,0,0,100,0,0,0
326,신영밸류고배당40증권자투자신탁(채권혼합)C-P형,신영자산운용,혼합채권형,2015/12/10,판매,가능,"11,304","12,569",11.59,"12,616","13,431",6.52,0.66,1.93,,,1.18,1.16,,,보통위험,0,0,0,0,100,0,0,0
327,한국투자TDF알아서2045증권투자신탁(주식혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2017/08/04,판매,가능,"11,552","12,516",16.92,"4,413","4,928",12.75,5.68,,,,0.81,,,,보통위험,0,0,0,0,100,0,0,0
328,신영고배당30증권투자신탁(채권혼합)C-P형,신영자산운용,혼합채권형,2014/08/20,판매,가능,"10,696","12,450",6.10,"11,403","13,043",11.37,2.77,2.95,,,1.24,1.22,,,보통위험,0,0,0,0,100,0,0,0
329,미래에셋코어테크증권투자신탁(주식)종류C-P,미래에셋자산운용,재간접,2019/10/23,판매,가능,"6,738","12,370",72.87,"5,234","8,640",77.67,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
330,한화연금60증권전환형투자신탁(주식혼합) 종류C,한화자산운용,혼합주식형,2001/02/01,판매,가능,"7,752","12,348",23.87,"9,778","13,752",24.60,3.86,4.60,4.29,1.17,1.19,1.16,1.14,1.28,높은위험,0,0,0,0,100,0,0,0
331,미래에셋퇴직플랜증권자투자신탁 1(주식)종류C,미래에셋자산운용,재간접,2006/01/04,판매,가능,"10,551","12,244",23.38,"9,639","11,701",32.29,3.16,4.54,4.27,-1.95,0.85,0.90,0.92,0.57,보통위험,0,0,0,0,100,0,0,0
332,하나UBS글로벌인프라증권자투자신탁[주식]ClassC-P2E,하나유비에스자산운용,주식형,2017/08/18,판매,가능,"12,150","12,195",11.05,"7,083","6,378",-12.92,-0.51,,,,1.17,,,,높은위험,0,0,0,0,100,0,0,0
333,미래에셋퇴직플랜아시아그레이트컨슈머40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋자산운용,재간접,2017/09/20,판매,가능,"12,281","12,184",1.54,"10,445","11,633",11.65,9.40,,,,0.56,,,,보통위험,0,0,0,0,100,0,0,0
334,삼성한국형TDF2030증권투자신탁H[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2017/07/27,판매,가능,"10,969","12,166",12.76,"6,553","7,317",8.06,4.70,,,,0.61,,,,보통위험,0,0,0,0,100,0,0,0
335,미래에셋글로벌코어테크EMP증권투자신탁(주식-재간접형)종류C-P2e,미래에셋자산운용,재간접,2018/05/04,판매,가능,"7,351","12,144",73.28,"4,540","7,178",78.21,20.72,,,,0.86,,,,보통위험,0,0,0,0,100,0,0,0
336,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Pe),한국투자신탁운용,채권형,2018/12/06,판매,가능,"11,893","12,088",2.87,"6,802","6,883",3.48,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
337,IBK그랑프리국공채MMF개인투자신탁 1[국공채]종류C-P,아이비케이자산운용,단기금융,2013/10/15,판매,가능,"11,689","11,984",0.31,"10,989","11,255",0.59,1.11,1.10,1.02,,0.39,0.39,0.37,,매우낮은위험,0,0,0,0,100,0,0,0
338,KB연금코차이나증권전환형자투자신탁(주식) C,케이비자산운용,주식형,2010/07/09,판매,가능,"7,602","11,904",23.94,"9,325","13,460",29.39,3.27,6.30,4.18,0.83,1.81,1.76,1.89,1.88,높은위험,0,0,0,0,100,0,0,0
339,미래에셋퇴직연금스마트롱숏30증권자투자신탁 1(채권혼합)종류C,미래에셋자산운용,재간접,2014/04/01,판매,가능,"11,335","11,902",6.00,"11,032","11,741",5.79,2.36,2.08,3.01,,0.82,0.82,0.78,,보통위험,0,0,0,0,100,0,0,0
340,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-P),한국투자신탁운용,채권형,2018/12/11,판매,가능,"11,511","11,865",1.51,"7,736","7,986",2.22,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
341,슈로더이머징위너스증권자투자신탁(주식혼합-재간접형)종류C-P,슈로더투자신탁운용,재간접,2017/01/19,판매,가능,"8,949","11,818",23.20,"9,983","12,784",15.48,3.98,,,,1.81,,,,보통위험,0,0,0,0,100,0,0,0
342,KB연금성장주50증권전환형자투자신탁(채권혼합) C,케이비자산운용,혼합채권형,2010/07/09,판매,가능,"8,037","11,729",20.88,"7,994","11,006",17.70,4.50,6.13,4.49,3.77,1.50,1.47,1.56,1.59,보통위험,0,0,0,0,100,0,0,0
343,하나UBS글로벌4차산업1등주플러스증권자투자신탁[주식]ClassC-P2E,하나유비에스자산운용,주식형,2017/12/22,판매,가능,"10,118","11,714",21.40,"5,568","6,367",45.27,13.68,,,,1.00,,,,높은위험,0,0,0,0,100,0,0,0
344,미래에셋전략배분TDF2045혼합자산자투자신탁 종류C-P2K,미래에셋자산운용,재간접,2020/08/28,판매,가능,"10,083","11,642",29.88,"1,923","2,030",1.37,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
345,베어링고배당증권투자회사(주식)ClassC-P,베어링자산운용,주식형,2015/07/20,판매,가능,"7,988","11,557",38.44,"9,568","11,877",22.06,3.08,7.30,,,1.45,1.44,,,높은위험,0,0,0,0,100,0,0,0
346,미래에셋고배당포커스30증권자투자신탁 1(채권혼합)종류C-P,미래에셋자산운용,재간접,2015/05/19,판매,가능,"9,932","11,545",8.32,"10,481","11,981",11.45,4.06,3.12,,,1.29,1.27,,,보통위험,0,0,0,0,100,0,0,0
347,미래에셋퇴직플랜선진시장안정형40증권자투자신탁(채권혼합)종류C-P2e,미래에셋자산운용,재간접,2017/09/12,판매,가능,"11,360","11,532",12.78,"5,754","6,324",7.54,7.21,,,,0.48,,,,보통위험,0,0,0,0,100,0,0,0
348,삼성한국형TDF2040증권투자신탁H[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2017/07/27,판매,가능,"9,841","11,383",18.34,"5,965","6,966",10.43,5.36,,,,0.84,,,,보통위험,0,0,0,0,100,0,0,0
349,교보악사공모주하이일드플러스증권투자신탁[채권혼합]ClassC-P(연금),교보악사자산운용,혼합채권형,2018/11/01,판매,가능,"10,031","11,359",12.02,"7,649","7,930",4.19,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
350,마이다스미소중소형주증권자투자신탁(주식)C-P,마이다스에셋자산운용,주식형,2014/06/17,판매,가능,"5,565","11,327",48.07,"6,178","10,092",56.02,10.37,6.17,,,1.60,1.50,,,높은위험,0,0,0,0,100,0,0,0
351,마이다스책임투자증권투자신탁(주식)C-Pe1,마이다스에셋자산운용,주식형,2017/10/18,판매,가능,"9,123","11,288",30.44,"5,174","6,532",39.31,8.45,,,,1.02,,,,높은위험,0,0,0,0,100,0,0,0
352,우리GPIMCO글로벌투자등급자투자신탁[채권_재간접형](H)ClassP2,우리글로벌자산운용,재간접,2017/01/11,판매,가능,"10,740","11,233",1.24,"14,350","15,057",2.33,1.62,,,,0.89,,,,보통위험,0,0,0,0,100,0,0,0
353,한화단기국공채증권자투자신탁(채권)종류C-P(연금저축),한화자산운용,채권형,2015/10/30,판매,가능,"10,905","11,221",0.54,"10,167","10,433",1.29,1.56,1.45,,,0.21,0.21,,,낮은위험,0,0,0,0,100,0,0,0
354,미래에셋연금글로벌그로스증권자투자신탁 1(주식)종류C-P2e,미래에셋자산운용,재간접,2017/08/07,판매,가능,"10,901","11,164",17.06,"7,485","10,609",50.74,17.40,,,,1.24,,,,보통위험,0,0,0,0,100,0,0,0
355,피델리티유럽증권자투자신탁(주식-재간접형)PRS,피델리티자산운용,재간접,2013/09/11,판매,가능,"3,295","11,126",28.98,"3,933","10,751",-6.67,10.08,15.68,14.87,,1.48,1.28,1.13,,보통위험,0,0,0,0,100,0,0,0
356,미래에셋연금저축스마트롱숏증권자투자신탁 1(주식혼합)종류C,미래에셋자산운용,재간접,2014/03/24,판매,가능,"10,694","11,110",10.93,"10,969","11,396",9.02,2.66,2.40,3.51,,1.36,1.38,1.33,,보통위험,0,0,0,0,100,0,0,0
357,하나UBS중국1등주플러스증권자투자신탁[주식]ClassC-P2E,하나유비에스자산운용,주식형,2018/01/05,판매,가능,"11,642","11,077",9.09,"4,023","4,622",42.39,6.06,,,,0.96,,,,높은위험,0,0,0,0,100,0,0,0
358,피델리티차이나컨슈머증권자투자신탁(주식-재간접형)종류PRS-e,피델리티자산운용,재간접,2013/12/02,판매,가능,"10,956","10,915",-12.49,"8,553","11,448",28.09,3.53,9.13,6.36,,0.49,0.48,0.47,,보통위험,0,0,0,0,100,0,0,0
359,마이다스책임투자증권투자신탁(주식)C-P1,마이다스에셋자산운용,주식형,2016/01/19,판매,가능,"8,177","10,891",32.52,"4,918","6,799",44.05,10.52,12.81,,,1.55,1.54,,,높은위험,0,0,0,0,100,0,0,0
360,AB글로벌고수익증권투자신탁(채권-재간접형)종류형Ce-P,얼라이언스번스틴자산운용,재간접,2017/08/02,판매,가능,"9,977","10,877",10.74,"10,505","11,031",-6.38,-0.58,,,,0.45,,,,보통위험,0,0,0,0,100,0,0,0
361,미래에셋참신한리밸런싱연금저축증권투자신탁 1(채권혼합-재간접형)종류C,미래에셋자산운용,재간접,2016/04/11,판매,가능,"10,399","10,724",11.84,"9,588","10,327",7.86,2.08,2.62,,,1.15,1.08,,,보통위험,0,0,0,0,100,0,0,0
362,삼성한국형TDF2020증권투자신탁H[채권혼합-재간접형]C-Pe,삼성자산운용,재간접,2017/07/27,판매,가능,"9,618","10,596",7.80,"8,232","8,948",5.86,3.91,,,,0.52,,,,보통위험,0,0,0,0,100,0,0,0
363,미래에셋자산배분TDF2040증권자투자신탁1(주식혼합-재간접형)종류C-P,미래에셋자산운용,재간접,2017/02/27,판매,가능,"8,340","10,575",23.67,"7,649","9,035",8.45,4.83,0.31,-0.23,-4.37,1.16,1.26,1.20,1.09,보통위험,0,0,0,0,100,0,0,0
364,하나UBS신종MMF S-26 ClassC-PE,하나유비에스자산운용,단기금융,2017/08/16,판매,가능,"10,414","10,468",0.49,"3,796","3,816",0.78,1.26,,,,0.21,,,,매우낮은위험,0,0,0,0,100,0,0,0
365,미래에셋글로벌솔루션증권자투자신탁(주식-재간접형)종류C-Pe,미래에셋자산운용,재간접,2016/07/19,판매,가능,"5,417","10,456",52.33,"4,802","7,937",20.34,8.77,18.13,,,1.07,0.84,,,보통위험,0,0,0,0,100,0,0,0
366,슈로더글로벌지속가능성장주증권투자신탁(주식-재간접형)종류C-Pe,슈로더투자신탁운용,재간접,2020/07/27,판매,가능,"10,008","10,420",17.29,809,855,0.00,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
367,삼성클래식차이나연금증권전환형자투자신탁 1[주식]_C,삼성자산운용,주식형,2012/07/30,판매,가능,"5,452","10,402",24.40,"4,555","9,535",42.56,9.35,13.07,8.49,,2.48,2.23,2.09,,높은위험,0,0,0,0,100,0,0,0
368,미래에셋연금인디아업종대표증권자투자신탁 1(주식)종류C-P,미래에셋자산운용,재간접,2015/02/25,판매,가능,"7,215","10,396",59.19,"7,925","8,377",-4.88,-0.89,5.32,,,1.72,1.78,,,보통위험,0,0,0,0,100,0,0,0
369,미래에셋배당과인컴증권자투자신탁(채권혼합)종류C-P2e,미래에셋자산운용,재간접,2017/09/06,판매,가능,"9,484","10,392",22.88,"1,958","2,090",8.33,2.81,,,,0.80,,,,보통위험,0,0,0,0,100,0,0,0
370,미래에셋아시아그로스증권자투자신탁(H)(주식-재간접형)종류C-P,미래에셋자산운용,재간접,2019/12/27,판매,가능,"7,084","10,383",47.63,"4,820","7,585",88.72,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
371,KB액티브배당증권자투자신탁(주식)C-PClass,케이비자산운용,주식형,2017/12/18,판매,가능,"7,783","10,376",30.46,"8,412","10,316",21.45,3.36,,,,1.45,,,,높은위험,0,0,0,0,100,0,0,0
372,KB연금단기채증권전환형자투자신탁(채권)C,케이비자산운용,채권형,2018/03/14,판매,가능,"10,139","10,267",0.68,"6,893","6,975",0.11,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
373,삼성한국형TDF2035증권투자신탁H[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2017/07/24,판매,가능,"8,857","10,178",15.29,"5,971","6,818",9.17,4.90,,,,0.78,,,,보통위험,0,0,0,0,100,0,0,0
374,한화코리아밸류채권증권자투자신탁(채권)종류C-P(연금저축),한화자산운용,채권형,2015/06/29,판매,가능,"9,734","10,146",0.22,"11,058","11,471",1.83,2.48,2.06,,,0.35,0.35,,,낮은위험,0,0,0,0,100,0,0,0
375,삼성클래식인덱스연금증권전환형투자신탁 1[주식]_Ce,삼성자산운용,주식형,2016/08/31,판매,가능,"8,019","10,128",30.98,"5,075","7,112",37.82,10.83,,,,0.90,0.77,,,높은위험,0,0,0,0,100,0,0,0
376,미래에셋가치주포커스연금저축증권전환형자투자신탁 1(주식)종류C-e,미래에셋자산운용,재간접,2013/12/31,판매,가능,"7,485","10,127",50.93,"7,062","8,612",50.26,8.15,5.71,18.65,,0.99,0.98,1.02,,보통위험,0,0,0,0,100,0,0,0
377,IBK공모주채움증권투자신탁 1[채권혼합] C-P,아이비케이자산운용,혼합채권형,2015/06/12,판매,가능,"8,695","10,104",7.17,"9,538","10,334",2.36,1.40,1.27,,,0.90,0.88,,,보통위험,0,0,0,0,100,0,0,0
378,한국투자연금셀렉트중국본토ETF증권전환형자투자신탁(주식-재간접형)(C),한국투자신탁운용,재간접,2013/04/26,판매,가능,"8,370","10,103",8.95,"10,227","12,062",21.42,0.46,-0.26,-0.30,,1.38,1.34,1.34,,보통위험,0,0,0,0,100,0,0,0
379,미래에셋OCIO금리솔루션전문투자형사모투자신탁2종류C-P2,미래에셋자산운용,재간접,2020/09/25,판매,가능,"9,604","10,077",5.07,"9,604","9,623",0.19,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
380,신한해피라이프연금글로벌ETF증권전환형자투자신탁 1[주식-재간접형](종류C1),신한자산운용,재간접,2007/09/04,판매,가능,"4,620","10,072",36.33,"5,357","10,172",23.07,5.34,9.09,7.05,6.38,2.20,2.09,2.01,1.90,보통위험,0,0,0,0,100,0,0,0
381,하나UBSFirstClass연금증권투자신탁 1[주식혼합],하나유비에스자산운용,혼합주식형,2007/01/25,판매,가능,"6,425","10,057",20.64,"7,675","11,012",21.53,1.24,3.19,1.06,1.26,1.65,1.62,1.60,1.62,높은위험,0,0,0,0,100,0,0,0
382,삼성클래식중국본토중소형FOCUS연금증권자투자신탁H[주식]_Ce,삼성자산운용,주식형,2015/03/05,판매,가능,"11,546","10,026",7.32,"13,629","11,036",11.50,-0.65,-2.88,,,0.90,0.92,,,높은위험,0,0,0,0,100,0,0,0
383,미래에셋개인전용MMF 1(국공채)종류C-P2,미래에셋자산운용,재간접,2015/05/13,판매,가능,"10,000","10,016",0.33,"11,283","11,320",0.73,1.19,1.35,,,0.37,0.38,,,보통위험,0,0,0,0,100,0,0,0
384,KB온국민TDF2035증권투자신탁(주식혼합-재간접형) C-P,케이비자산운용,재간접,2017/08/17,판매,가능,"8,651","9,948",14.30,"6,375","7,263",9.25,5.04,,,,1.04,,,,보통위험,0,0,0,0,100,0,0,0
385,멀티에셋글로벌클린에너지증권자투자신탁[주식]C-P,멀티에셋자산운용,주식형,2016/07/27,판매,가능,"4,605","9,793",249.92,"1,392","3,663",280.35,55.54,30.62,,,1.45,1.18,,,높은위험,0,0,0,0,100,0,0,0
386,우리프랭클린미국바이오헬스케어증권자투자신탁(주식-재간접형)ClassC-P,프랭클린템플턴투자신탁운용,재간접,2014/02/27,판매,가능,"9,631","9,717",-1.66,"11,511","12,662",19.36,5.72,1.76,,,0.84,0.80,,,보통위험,0,0,0,0,100,0,0,0
387,미래에셋QV솔루션70증권투자신탁 1(주식혼합-재간접형)종류C-P,미래에셋자산운용,재간접,2016/03/14,판매,가능,"6,945","9,607",18.29,"7,564","9,547",5.11,0.88,6.73,,,1.36,1.24,,,보통위험,0,0,0,0,100,0,0,0
388,KB연금미국S&amp;P500인덱스증권자투자신탁(주식-파생형)C CLASS,케이비자산운용,파생상품,2013/11/05,판매,가능,"6,418","9,567",33.60,"5,337","7,263",10.87,7.82,10.12,9.61,,1.45,1.45,1.43,,매우높은위험,0,0,0,0,100,0,0,0
389,이스트스프링차이나드래곤AShare증권자투자신탁(H)[주식]클래스C-P2(연금저축),이스트스프링자산운용,주식형,2015/02/13,판매,가능,"5,307","9,561",22.35,"6,366","10,353",43.76,9.71,5.80,,,1.84,1.74,,,높은위험,0,0,0,0,100,0,0,0
390,피델리티연금미국증권전환형자투자신탁(주식-재간접형)종류C-e,피델리티자산운용,재간접,2013/12/02,판매,가능,"6,578","9,527",41.14,"3,721","5,719",14.62,10.29,10.74,12.43,,0.79,0.75,0.72,,보통위험,0,0,0,0,100,0,0,0
391,우리중소형고배당증권자투자신탁 1(주식)ClassC-P1,우리자산운용,주식형,2013/04/12,판매,가능,"5,024","9,431",51.37,"6,391","9,054",52.04,7.81,4.67,7.91,,1.38,1.35,1.37,,높은위험,0,0,0,0,100,0,0,0
392,미래에셋연금글로벌그로스증권자투자신탁 1(주식)종류C-e,미래에셋자산운용,재간접,2014/12/19,판매,가능,"9,175","9,392",16.27,"7,712","11,037",51.11,16.81,19.70,16.52,,1.33,1.31,1.11,,보통위험,0,0,0,0,100,0,0,0
393,하이글로벌자산배분증권투자신탁(주식혼합-재간접형)(H)(C-p),하이자산운용,재간접,2015/02/10,판매,가능,"6,709","9,382",18.09,"7,110","9,393",17.27,6.25,6.33,,,1.32,1.28,,,보통위험,0,0,0,0,100,0,0,0
394,NH-Amundi성장중소형주증권투자신탁[주식]ClassC-P1(연금저축),엔에이치아문디자산운용,주식형,2015/07/13,판매,가능,"6,882","9,362",43.33,"9,236","9,828",27.57,-0.97,1.36,,,1.21,1.24,,,높은위험,0,0,0,0,100,0,0,0
395,미래에셋퇴직플랜중국본토40증권자투자신탁 1(채권혼합)종류C,미래에셋자산운용,재간접,2015/03/30,판매,가능,"9,436","9,324",5.49,"7,629","8,760",12.70,5.14,2.84,,,1.03,1.00,,,보통위험,0,0,0,0,100,0,0,0
396,미래에셋자산배분TDF2040증권자투자신탁1(주식혼합-재간접형)종류C-P2,미래에셋자산운용,재간접,2017/05/11,판매,가능,"7,235","9,302",34.19,"4,730","5,682",10.01,7.55,,,,1.08,,,,보통위험,0,0,0,0,100,0,0,0
397,KB온국민TDF2025증권투자신탁(채권혼합-재간접형)C-P,케이비자산운용,재간접,2017/08/04,판매,가능,"8,374","9,299",8.53,"7,494","8,175",7.20,4.53,,,,0.67,,,,보통위험,0,0,0,0,100,0,0,0
398,한국투자웰링턴글로벌퀄리티증권자투자신탁H(주식)(C-Pe),한국투자신탁운용,주식형,2016/05/27,판매,가능,"7,581","9,297",20.99,"5,749","6,591",12.28,11.95,,,,1.35,,,,높은위험,0,0,0,0,100,0,0,0
399,미래에셋연금글로벌헬스케어증권자투자신탁 1(주식)종류C,미래에셋자산운용,재간접,2015/02/10,판매,가능,"8,802","9,287",18.61,"7,026","8,387",21.71,11.61,5.34,,,1.82,1.71,,,보통위험,0,0,0,0,100,0,0,0
400,KTB블록딜공모주하이일드증권투자신탁[채권혼합]종류C-Pe,케이티비자산운용,혼합채권형,2018/04/02,판매,가능,"8,503","9,144",8.70,"2,900","3,116",8.36,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
