FinCoNo,FinPrdtCd,KorCoNm,FinPrdtNm,LoanLmt,RpayTypeNm,LendRateTypeNm,LendRateMin,LendRateMax,LendRateAvg,MonRepayAvg,ContactDepartment,HompUrl,CalTel,JoinWay,LoanInciExpn,ErlyRpayFee,DlyRate,직업,학습,건강,관계,주거,사회참여,여가,재무
11625,WR0001C,신한은행,신한주택대출,-LTV40%,원금분할상환,변동금리,3.63%,4.43%,3.37%,"974,921",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-인지세:해당세액의50%(대출금액5천만원이하시없음)-국민주택채권매입:대출금액*120%*1%*채권할인율,"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리1.4%,변동금리1.2%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
11625,WR0001C,신한은행,신한주택대출,-LTV40%,원리금분할상환,변동금리,3.63%,4.43%,3.37%,"982,780",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-인지세:해당세액의50%(대출금액5천만원이하시없음)-국민주택채권매입:대출금액*120%*1%*채권할인율,"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리1.4%,변동금리1.2%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
10485,401011,대명상호저축은행,주택담보대출,"KB부동산시세70,감정가70",만기일시상환,변동금리,3.70%,3.90%,3.79%,"1,149,166",총무계 0436405117,http://www.daemyungbank.co.kr,0436405000,"영업점,모집인","5,000만원초과시인지세50%부담","0.5~2,중도상환금액×수수료율×대출잔여일수/대출기간","약정금리+3%,",0,0,0,0,50,0,0,50
10016,20461501000001001,대구은행,DGB 장기모기지론(구입),담보인정비율(LTV)70%,원금분할상환,변동금리,3.73%,3.73%,-,-,"마케팅추진부, 053-740-2162              개연여신기획부, 053-740-2230",http://www.dgb.co.kr/dgb_ebz_main.jsp,15885050,"영업점,인터넷,스마트폰,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액×115%×1%×채권할인율,중도상환수수료×1.3%×(3년-대출경과일수)÷3년(일수),○대출이자율+3.0%○최고연체이자율:15.0%,0,0,0,0,50,0,0,50
10016,20461501000001001,대구은행,DGB 장기모기지론(구입),담보인정비율(LTV)70%,원리금분할상환,변동금리,3.73%,3.73%,-,-,"마케팅추진부, 053-740-2162              개연여신기획부, 053-740-2230",http://www.dgb.co.kr/dgb_ebz_main.jsp,15885050,"영업점,인터넷,스마트폰,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액×115%×1%×채권할인율,중도상환수수료×1.3%×(3년-대출경과일수)÷3년(일수),○대출이자율+3.0%○최고연체이자율:15.0%,0,0,0,0,50,0,0,50
10016,20283701000001001,대구은행,DGB 장기모기지론(생활),담보인정비율(LTV)70%,원리금분할상환,변동금리,3.73%,3.73%,-,-,"마케팅추진부, 053-740-2162              개연여신기획부, 053-740-2230",http://www.dgb.co.kr/dgb_ebz_main.jsp,15885050,"영업점,인터넷,스마트폰,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액×115%×1%×채권할인율,중도상환수수료×1.3%×(3년-대출경과일수)÷3년(일수),○대출이자율+3.0%○최고연체이자율:15.0%,0,0,0,0,50,0,0,50
10016,20283701000001001,대구은행,DGB 장기모기지론(생활),담보인정비율(LTV)70%,원금분할상환,변동금리,3.73%,3.73%,-,-,"마케팅추진부, 053-740-2162              개연여신기획부, 053-740-2230",http://www.dgb.co.kr/dgb_ebz_main.jsp,15885050,"영업점,인터넷,스마트폰,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액×115%×1%×채권할인율,중도상환수수료×1.3%×(3년-대출경과일수)÷3년(일수),○대출이자율+3.0%○최고연체이자율:15.0%,0,0,0,0,50,0,0,50
10595,F35405,삼성생명보험주식회사,주택담보대출(한도형),시세(감정가)의최대70%,원리금분할상환,고정금리,3.73%,4.70%,4.23%,"1,023,418","융자기획파트, 02-2259-7115",http://www.samsunglife.com,1588-3114,"영업점,모집인","인지세(50%),채권매입비용",없음,대출금리+3%최고年17%,0,0,0,0,50,0,0,50
10595,F35405,삼성생명보험주식회사,주택담보대출(한도형),시세(감정가)의최대70%,원금분할상환,변동금리,3.73%,4.70%,-,-,"융자기획파트, 02-2259-7115",http://www.samsunglife.com,1588-3114,"영업점,모집인","인지세(50%),채권매입비용",없음,대출금리+3%최고年17%,0,0,0,0,50,0,0,50
10595,F35405,삼성생명보험주식회사,주택담보대출(한도형),시세(감정가)의최대70%,원리금분할상환,변동금리,3.73%,4.70%,-,-,"융자기획파트, 02-2259-7115",http://www.samsunglife.com,1588-3114,"영업점,모집인","인지세(50%),채권매입비용",없음,대출금리+3%최고年17%,0,0,0,0,50,0,0,50
10595,F35405,삼성생명보험주식회사,주택담보대출(한도형),시세(감정가)의최대70%,원금분할상환,고정금리,3.73%,4.70%,4.23%,"1,011,052","융자기획파트, 02-2259-7115",http://www.samsunglife.com,1588-3114,"영업점,모집인","인지세(50%),채권매입비용",없음,대출금리+3%최고年17%,0,0,0,0,50,0,0,50
10020,12106723,제주은행,금리safe모기지론,감정가의70%이내,원금분할상환,고정금리,3.80%,4.80%,-,-,"영업추진본부, 064-720-0287",https://e-jejubank.com,15880079,영업점,인지세50%주택채권매입비용,중도상환금액×1.3%×대출잔여일수/대출기간3년경과시면제,적용금리+3%최고적용15%,0,0,0,0,50,0,0,50
10020,12106723,제주은행,금리safe모기지론,감정가의70%이내,만기일시상환,고정금리,3.80%,4.80%,-,-,"영업추진본부, 064-720-0287",https://e-jejubank.com,15880079,영업점,인지세50%주택채권매입비용,중도상환금액×1.3%×대출잔여일수/대출기간3년경과시면제,적용금리+3%최고적용15%,0,0,0,0,50,0,0,50
10020,12106723,제주은행,금리safe모기지론,감정가의70%이내,원리금분할상환,고정금리,3.80%,4.80%,-,-,"영업추진본부, 064-720-0287",https://e-jejubank.com,15880079,영업점,인지세50%주택채권매입비용,중도상환금액×1.3%×대출잔여일수/대출기간3년경과시면제,적용금리+3%최고적용15%,0,0,0,0,50,0,0,50
10927,KB200300000001,국민은행,KB주택담보대출혼합(구입자금),LTV70%,원리금분할상환,고정금리,3.81%,5.01%,3.44%,"986,050","(예금)수신상품부, 02-2073-5424(대출)개인여신부, 02-2073-5496",http://www.kbstar.com,15889999,"영업점,모집인",ㅇ인지세:해당세액의50%ㅇ국민주택채권매입:대출금액×120%×1%×채권할인율ㅇ화재보험료(아파트외물건지에한함),중도상환금액×1.4%×(대출잔여일수÷3년),대출금리+3.0%최고연체이자율:15%,0,0,0,0,50,0,0,50
10927,KB200300000001,국민은행,KB주택담보대출혼합(구입자금),LTV70%,원금분할상환,고정금리,3.81%,5.01%,3.44%,"977,861","(예금)수신상품부, 02-2073-5424(대출)개인여신부, 02-2073-5496",http://www.kbstar.com,15889999,"영업점,모집인",ㅇ인지세:해당세액의50%ㅇ국민주택채권매입:대출금액×120%×1%×채권할인율ㅇ화재보험료(아파트외물건지에한함),중도상환금액×1.4%×(대출잔여일수÷3년),대출금리+3.0%최고연체이자율:15%,0,0,0,0,50,0,0,50
10593,302301,한화생명보험주식회사,홈드림모기지론,"감정가의최고70%까지(담보물소재지,대출금액,고객신용,소득등에따라차등적용)",원금분할상환,변동금리,3.81%,4.81%,3.41%,"976,601","융자사업부, 02-789-8205",http://www.hanwhalife.com,15886363,"영업점,모집인","인지세(50%),주택채권매입비용",기본형(36개월이내원금상환시상환금액의1.2%*잔존일수/36개월)외3개방식,"대출만기경과건을포함하여연체기간에상관없이정상금리+3%를적용(단,최고19%)",0,0,0,0,50,0,0,50
10593,302301,한화생명보험주식회사,홈드림모기지론,"감정가의최고70%까지(담보물소재지,대출금액,고객신용,소득등에따라차등적용)",원리금분할상환,변동금리,3.81%,4.81%,3.41%,"984,648","융자사업부, 02-789-8205",http://www.hanwhalife.com,15886363,"영업점,모집인","인지세(50%),주택채권매입비용",기본형(36개월이내원금상환시상환금액의1.2%*잔존일수/36개월)외3개방식,"대출만기경과건을포함하여연체기간에상관없이정상금리+3%를적용(단,최고19%)",0,0,0,0,50,0,0,50
13909,0300331201103,하나은행,하나혼합금리모기지론,담보별가용가범위내,원리금분할상환,고정금리,3.82%,5.12%,3.62%,"994,490",가계수신(예금) 02-2002-1184(Daily Banking본부)가계여신(대출) 02-2002-1249(Borrowing본부),http://www.hanabank.com,15991111,"영업점,인터넷,모집인",1.인지세:50%2.근저당설정비중고객부담항목-주택채권매입비용등,"중도상환금액×[1.3(비거치),1.4%(거치)]×(대출잔여일수÷대출기간)※대출기간:대출약정일로최장3년",적용금리+3%(최고15%),0,0,0,0,50,0,0,50
13909,0300331201103,하나은행,하나혼합금리모기지론,담보별가용가범위내,원금분할상환,고정금리,3.82%,5.12%,3.62%,"985,424",가계수신(예금) 02-2002-1184(Daily Banking본부)가계여신(대출) 02-2002-1249(Borrowing본부),http://www.hanabank.com,15991111,"영업점,인터넷,모집인",1.인지세:50%2.근저당설정비중고객부담항목-주택채권매입비용등,"중도상환금액×[1.3(비거치),1.4%(거치)]×(대출잔여일수÷대출기간)※대출기간:대출약정일로최장3년",적용금리+3%(최고15%),0,0,0,0,50,0,0,50
10016,20461570000001001,대구은행,DGB HYBRID 모기지론(구입),담보인정비율(LTV)70%,원리금분할상환,고정금리,3.83%,3.83%,3.25%,"977,190","마케팅추진부, 053-740-2162              개연여신기획부, 053-740-2230",http://www.dgb.co.kr/dgb_ebz_main.jsp,15885050,"영업점,인터넷,스마트폰,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액×115%×1%×채권할인율,중도상환수수료×1.5%×(3년-대출경과일수)÷3년(일수),○대출이자율+3.0%○최고연체이자율:15.0%,0,0,0,0,50,0,0,50
10016,20461570000001001,대구은행,DGB HYBRID 모기지론(구입),담보인정비율(LTV)70%,원금분할상환,고정금리,3.83%,3.83%,3.25%,"969,879","마케팅추진부, 053-740-2162              개연여신기획부, 053-740-2230",http://www.dgb.co.kr/dgb_ebz_main.jsp,15885050,"영업점,인터넷,스마트폰,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액×115%×1%×채권할인율,중도상환수수료×1.5%×(3년-대출경과일수)÷3년(일수),○대출이자율+3.0%○최고연체이자율:15.0%,0,0,0,0,50,0,0,50
10016,20283770000001001,대구은행,DGB HYBRID 모기지론(생활),담보인정비율(LTV)70%,원금분할상환,고정금리,3.83%,3.83%,-,-,"마케팅추진부, 053-740-2162              개연여신기획부, 053-740-2230",http://www.dgb.co.kr/dgb_ebz_main.jsp,15885050,"영업점,인터넷,스마트폰,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액×115%×1%×채권할인율,중도상환수수료×1.5%×(3년-대출경과일수)÷3년(일수),○대출이자율+3.0%○최고연체이자율:15.0%,0,0,0,0,50,0,0,50
10016,20283770000001001,대구은행,DGB HYBRID 모기지론(생활),담보인정비율(LTV)70%,원리금분할상환,고정금리,3.83%,3.83%,-,-,"마케팅추진부, 053-740-2162              개연여신기획부, 053-740-2230",http://www.dgb.co.kr/dgb_ebz_main.jsp,15885050,"영업점,인터넷,스마트폰,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액×115%×1%×채권할인율,중도상환수수료×1.5%×(3년-대출경과일수)÷3년(일수),○대출이자율+3.0%○최고연체이자율:15.0%,0,0,0,0,50,0,0,50
10017,0519,부산은행,BNK행복스케치 모기지론,지역에따라담보인정비율(LTV)30%~70%,만기일시상환,변동금리,3.83%,4.43%,-,-,"마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액X110~120%X1%X채권할인율,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*대출취급후1년이내:1.5%대출취급후2년이내:1.0%대출취급후3년이내:0.5%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
10017,0519,부산은행,BNK행복스케치 모기지론,지역에따라담보인정비율(LTV)30%~70%,원리금분할상환,변동금리,3.83%,4.43%,3.86%,"1,005,811","마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액X110~120%X1%X채권할인율,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*대출취급후1년이내:1.5%대출취급후2년이내:1.0%대출취급후3년이내:0.5%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
10017,0519,부산은행,BNK행복스케치 모기지론,지역에따라담보인정비율(LTV)30%~70%,원금분할상환,변동금리,3.83%,4.43%,3.86%,"995,507","마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액X110~120%X1%X채권할인율,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*대출취급후1년이내:1.5%대출취급후2년이내:1.0%대출취급후3년이내:0.5%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
11625,WR0001C,신한은행,신한주택대출,-LTV40%,원리금분할상환,고정금리,3.85%,4.65%,3.56%,"991,672",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-인지세:해당세액의50%(대출금액5천만원이하시없음)-국민주택채권매입:대출금액*120%*1%*채권할인율,"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리1.4%,변동금리1.2%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
11625,WR0001C,신한은행,신한주택대출,-LTV40%,원금분할상환,고정금리,3.85%,4.65%,3.56%,"982,903",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-인지세:해당세액의50%(대출금액5천만원이하시없음)-국민주택채권매입:대출금액*120%*1%*채권할인율,"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리1.4%,변동금리1.2%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
10550,770001,라온저축은행,일반자금대출,LTV70%(KB시세거래가기준),만기일시상환,고정금리,3.90%,7.90%,5.50%,"1,291,666","기획총무팀,054-452-1101",http://www.raonsb.co.kr/,0544521101,영업점,-인지세:해당세액×50%-국민주택채권매입:대출금액×130%×1%×채권할인율,-신규설정:중도상환금액×2%×(대출잔여일수÷대출기간총일수)-기존설정:중도상환금액×1%×(대출잔여일수÷대출기간총일수),-약정금리+3%(최고연체이자율:연20%),0,0,0,0,50,0,0,50
10550,770001,라온저축은행,일반자금대출,LTV70%(KB시세거래가기준),원리금분할상환,고정금리,3.90%,7.90%,5.00%,"1,060,655","기획총무팀,054-452-1101",http://www.raonsb.co.kr/,0544521101,영업점,-인지세:해당세액×50%-국민주택채권매입:대출금액×130%×1%×채권할인율,-신규설정:중도상환금액×2%×(대출잔여일수÷대출기간총일수)-기존설정:중도상환금액×1%×(대출잔여일수÷대출기간총일수),-약정금리+3%(최고연체이자율:연20%),0,0,0,0,50,0,0,50
10550,770001,라온저축은행,일반자금대출,LTV70%(KB시세거래가기준),원금분할상환,고정금리,3.90%,7.90%,5.00%,"1,043,403","기획총무팀,054-452-1101",http://www.raonsb.co.kr/,0544521101,영업점,-인지세:해당세액×50%-국민주택채권매입:대출금액×130%×1%×채권할인율,-신규설정:중도상환금액×2%×(대출잔여일수÷대출기간총일수)-기존설정:중도상환금액×1%×(대출잔여일수÷대출기간총일수),-약정금리+3%(최고연체이자율:연20%),0,0,0,0,50,0,0,50
10017,0718,부산은행,BNK금리상한 모기지론,지역에따라담보인정비율(LTV)30%~70%,원금분할상환,변동금리,3.94%,4.44%,-,-,"마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액X110~120%X1%X채권할인율,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*대출취급후1년이내:1.5%대출취급후2년이내:1.0%대출취급후3년이내:0.5%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
10017,0718,부산은행,BNK금리상한 모기지론,지역에따라담보인정비율(LTV)30%~70%,원리금분할상환,변동금리,3.94%,4.44%,-,-,"마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액X110~120%X1%X채권할인율,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*대출취급후1년이내:1.5%대출취급후2년이내:1.0%대출취급후3년이내:0.5%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
11625,WR0001C,신한은행,신한주택대출,-LTV40%,만기일시상환,고정금리,4.05%,4.85%,2.50%,"1,041,666",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-인지세:해당세액의50%(대출금액5천만원이하시없음)-국민주택채권매입:대출금액*120%*1%*채권할인율,"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리1.4%,변동금리1.2%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
10001,1055,우리은행,우리부동산론,LTV30%~70%,원금분할상환,고정금리,4.05%,4.85%,3.74%,"990,466","개인고객부, 02-2002-5391부동산금융부, 02-2002-3319",https://spot.wooribank.com/pot/Dream?withyou=po,15885000,"영업점,모집인",-인지세:해당세액의50%(대출금액5천만원이하시없음)-국민주택채권매입:대출금액×120%×1%×채권할인율-주택신보출연료(신규주택구입시에한함):0.01~0.20%,-고정금리:주택상환금액×1.4%×(대출잔액일수÷3년)-변동금리:주택상환금액×1.2%×(대출잔액일수÷3년),-적용금리+3%(최고연체이자율:12%),0,0,0,0,50,0,0,50
10001,1055,우리은행,우리부동산론,LTV30%~70%,원리금분할상환,고정금리,4.05%,4.85%,3.74%,"1,000,141","개인고객부, 02-2002-5391부동산금융부, 02-2002-3319",https://spot.wooribank.com/pot/Dream?withyou=po,15885000,"영업점,모집인",-인지세:해당세액의50%(대출금액5천만원이하시없음)-국민주택채권매입:대출금액×120%×1%×채권할인율-주택신보출연료(신규주택구입시에한함):0.01~0.20%,-고정금리:주택상환금액×1.4%×(대출잔액일수÷3년)-변동금리:주택상환금액×1.2%×(대출잔액일수÷3년),-적용금리+3%(최고연체이자율:12%),0,0,0,0,50,0,0,50
10593,302301,한화생명보험주식회사,홈드림모기지론,"감정가의최고70%까지(담보물소재지,대출금액,고객신용,소득등에따라차등적용)",원금분할상환,고정금리,4.11%,4.81%,3.45%,"978,281","융자사업부, 02-789-8205",http://www.hanwhalife.com,15886363,"영업점,모집인","인지세(50%),주택채권매입비용",기본형(36개월이내원금상환시상환금액의1.2%*잔존일수/36개월)외3개방식,"대출만기경과건을포함하여연체기간에상관없이정상금리+3%를적용(단,최고19%)",0,0,0,0,50,0,0,50
10593,302301,한화생명보험주식회사,홈드림모기지론,"감정가의최고70%까지(담보물소재지,대출금액,고객신용,소득등에따라차등적용)",원리금분할상환,고정금리,4.11%,4.81%,3.45%,"986,518","융자사업부, 02-789-8205",http://www.hanwhalife.com,15886363,"영업점,모집인","인지세(50%),주택채권매입비용",기본형(36개월이내원금상환시상환금액의1.2%*잔존일수/36개월)외3개방식,"대출만기경과건을포함하여연체기간에상관없이정상금리+3%를적용(단,최고19%)",0,0,0,0,50,0,0,50
10017,0599,부산은행,BNK357금리안심모기지론,지역에따라담보인정비율(LTV)30%~70%,원금분할상환,고정금리,4.12%,4.82%,3.71%,"989,205","마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액X110~120%X1%X채권할인율,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*대출취급후1년이내:1.5%대출취급후2년이내:1.0%대출취급후3년이내:0.5%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
10017,0599,부산은행,BNK357금리안심모기지론,지역에따라담보인정비율(LTV)30%~70%,원리금분할상환,고정금리,4.12%,4.82%,3.71%,"998,726","마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액X110~120%X1%X채권할인율,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*대출취급후1년이내:1.5%대출취급후2년이내:1.0%대출취급후3년이내:0.5%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
14807,1167,수협은행,SH으뜸모기지론,담보인정비율(LTV)최대70%,원금분할상환,고정금리,4.13%,4.33%,3.90%,"997,188","개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액X120%X1%X채권할인율3.화재보험료(아파트외물건지에한함),중도상환금액X수수료율*X(대출잔여일수/대출기간**)*1.2%(고정금리인경우1.4%)**대출기간이3년을초과하는경우3년,대출금리+연3%,0,0,0,0,50,0,0,50
14807,1167,수협은행,SH으뜸모기지론,담보인정비율(LTV)최대70%,원리금분할상환,고정금리,4.13%,4.33%,3.90%,"1,007,706","개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인",1.인지세:해당세액의50%2.국민주택채권매입비용:대출금액X120%X1%X채권할인율3.화재보험료(아파트외물건지에한함),중도상환금액X수수료율*X(대출잔여일수/대출기간**)*1.2%(고정금리인경우1.4%)**대출기간이3년을초과하는경우3년,대출금리+연3%,0,0,0,0,50,0,0,50
10478,760001,CK저축은행,주택담보대출,LTV70%,원금분할상환,고정금리,4.20%,5.80%,-,-,"총무부, 0332528411",http://www.cksavingsbank.co.kr,0332528411,영업점,-인지세:해당세액×50%-화재보험료,-중도상환금액×2%×(대출잔여일수÷대출기간총일수)-대출취급후1년후면제,-1개월이하:약정금리+3%-3개월이하:약정금리+3%-3개월초과:약정금리+3%(최고연체이자율:연24%),0,0,0,0,50,0,0,50
10478,760001,CK저축은행,주택담보대출,LTV70%,원금분할상환,변동금리,4.20%,5.80%,-,-,"총무부, 0332528411",http://www.cksavingsbank.co.kr,0332528411,영업점,-인지세:해당세액×50%-화재보험료,-중도상환금액×2%×(대출잔여일수÷대출기간총일수)-대출취급후1년후면제,-1개월이하:약정금리+3%-3개월이하:약정금리+3%-3개월초과:약정금리+3%(최고연체이자율:연24%),0,0,0,0,50,0,0,50
10478,760001,CK저축은행,주택담보대출,LTV70%,원리금분할상환,변동금리,4.20%,5.80%,-,-,"총무부, 0332528411",http://www.cksavingsbank.co.kr,0332528411,영업점,-인지세:해당세액×50%-화재보험료,-중도상환금액×2%×(대출잔여일수÷대출기간총일수)-대출취급후1년후면제,-1개월이하:약정금리+3%-3개월이하:약정금리+3%-3개월초과:약정금리+3%(최고연체이자율:연24%),0,0,0,0,50,0,0,50
10478,760001,CK저축은행,주택담보대출,LTV70%,원리금분할상환,고정금리,4.20%,5.80%,-,-,"총무부, 0332528411",http://www.cksavingsbank.co.kr,0332528411,영업점,-인지세:해당세액×50%-화재보험료,-중도상환금액×2%×(대출잔여일수÷대출기간총일수)-대출취급후1년후면제,-1개월이하:약정금리+3%-3개월이하:약정금리+3%-3개월초과:약정금리+3%(최고연체이자율:연24%),0,0,0,0,50,0,0,50
10478,760001,CK저축은행,주택담보대출,LTV70%,만기일시상환,변동금리,4.20%,5.80%,-,-,"총무부, 0332528411",http://www.cksavingsbank.co.kr,0332528411,영업점,-인지세:해당세액×50%-화재보험료,-중도상환금액×2%×(대출잔여일수÷대출기간총일수)-대출취급후1년후면제,-1개월이하:약정금리+3%-3개월이하:약정금리+3%-3개월초과:약정금리+3%(최고연체이자율:연24%),0,0,0,0,50,0,0,50
10478,760001,CK저축은행,주택담보대출,LTV70%,만기일시상환,고정금리,4.20%,5.80%,-,-,"총무부, 0332528411",http://www.cksavingsbank.co.kr,0332528411,영업점,-인지세:해당세액×50%-화재보험료,-중도상환금액×2%×(대출잔여일수÷대출기간총일수)-대출취급후1년후면제,-1개월이하:약정금리+3%-3개월이하:약정금리+3%-3개월초과:약정금리+3%(최고연체이자율:연24%),0,0,0,0,50,0,0,50
12711,71208,엔에이치저축은행,중도금대출,-600백만원,만기일시상환,고정금리,4.25%,4.25%,4.25%,"1,187,500","기획총무부,02-3016-2314",http://www.nhsavingsbank.co.kr/,0215885191,영업점,-인지세,2,-약정금리+3%,0,0,0,0,50,0,0,50
10026,212010144,중소기업은행,IBK주택담보대출,LTV70%,만기일시상환,고정금리,4.25%,4.25%,-,-,개인고객부(개인수신) 02-729-7466 개인여신부(개인여신) 02-2031-5680,http://www.ibk.co.kr,15662566,"영업점,모집인",인지세:해당세액의50%국민주택채권매입비용:대출금액x120%x1%x채권할인률화재보험료(아파트외물건지에한함),"중도상환금액x수수료율*x(대출잔여일수÷대출기간)*고정금리1.2%,변동금리0.9%",대출금리+3.0%(최고연체이자율:11%),0,0,0,0,50,0,0,50
10026,212010144,중소기업은행,IBK주택담보대출,LTV70%,원리금분할상환,고정금리,4.27%,4.27%,3.54%,"990,734",개인고객부(개인수신) 02-729-7466 개인여신부(개인여신) 02-2031-5680,http://www.ibk.co.kr,15662566,"영업점,모집인",인지세:해당세액의50%국민주택채권매입비용:대출금액x120%x1%x채권할인률화재보험료(아파트외물건지에한함),"중도상환금액x수수료율*x(대출잔여일수÷대출기간)*고정금리1.2%,변동금리0.9%",대출금리+3.0%(최고연체이자율:11%),0,0,0,0,50,0,0,50
10026,212010144,중소기업은행,IBK주택담보대출,LTV70%,원금분할상환,고정금리,4.27%,4.27%,3.54%,"982,063",개인고객부(개인수신) 02-729-7466 개인여신부(개인여신) 02-2031-5680,http://www.ibk.co.kr,15662566,"영업점,모집인",인지세:해당세액의50%국민주택채권매입비용:대출금액x120%x1%x채권할인률화재보험료(아파트외물건지에한함),"중도상환금액x수수료율*x(대출잔여일수÷대출기간)*고정금리1.2%,변동금리0.9%",대출금리+3.0%(최고연체이자율:11%),0,0,0,0,50,0,0,50
